domain_domain_interaction	count_new	frequency	domain_1	domain_2	domain1_description	domain2_description
Reprolysin--Tetraspannin	1	3.1675641431739e-05	Reprolysin	Tetraspannin	Reprolysin(M12B)familyzincmetalloprotease	Tetraspaninfamily
Rhodanese--Tetraspannin	1	3.1675641431739e-05	Rhodanese	Tetraspannin	Rhodanese-likedomain	Tetraspaninfamily
SCAPER_N--Tetraspannin	1	3.1675641431739e-05	SCAPER_N	Tetraspannin	SphasecyclinA-associatedproteinintheendoplasmicreticulum	Tetraspaninfamily
SWIB--Tetraspannin	3	9.5026924295217e-05	SWIB	Tetraspannin	SWIB/MDM2domain	Tetraspaninfamily
TEA--Tetraspannin	1	3.1675641431739e-05	TEA	Tetraspannin	TEA/ATTSdomain	Tetraspaninfamily
empty--Tetraspannin	30	0.00095026924295217	empty	Tetraspannin	NA	Tetraspaninfamily
fn3--Tetraspannin	1	3.1675641431739e-05	fn3	Tetraspannin	FibronectintypeIIIdomain	Tetraspaninfamily
hEGF--Tetraspannin	1	3.1675641431739e-05	hEGF	Tetraspannin	Humangrowthfactor-likeEGF	Tetraspaninfamily
HOOK--Tex_N	1	3.1675641431739e-05	HOOK	Tex_N	HOOKprotein	Tex-likeproteinN-terminaldomain
empty--Tex_N	5	0.000158378207158695	empty	Tex_N	NA	Tex-likeproteinN-terminaldomain
HOOK--Tex_YqgF	1	3.1675641431739e-05	HOOK	Tex_YqgF	HOOKprotein	TexproteinYqgF-likedomain
empty--Tex_YqgF	2	6.3351282863478e-05	empty	Tex_YqgF	NA	TexproteinYqgF-likedomain
Pkinase_Tyr--Tfb2	1	3.1675641431739e-05	Pkinase_Tyr	Tfb2	Proteintyrosinekinase	TranscriptionfactorTfb2
IF-2B--Tfb4	1	3.1675641431739e-05	IF-2B	Tfb4	Initiationfactor2subunitfamily	TranscriptionfactorTfb4
empty--Tfb4	2	6.3351282863478e-05	empty	Tfb4	NA	TranscriptionfactorTfb4
DUF1358--Tfb5	1	3.1675641431739e-05	DUF1358	Tfb5	Proteinofunknownfunction(DUF1358)	TranscriptionfactorTFIIHcomplexsubunitTfb5
empty--Tfb5	1	3.1675641431739e-05	empty	Tfb5	NA	TranscriptionfactorTFIIHcomplexsubunitTfb5
BTB--ThiF	1	3.1675641431739e-05	BTB	ThiF	BTB/POZdomain	ThiFfamily
Bcl-2--ThiF	1	3.1675641431739e-05	Bcl-2	ThiF	Apoptosisregulatorproteins,Bcl-2family	ThiFfamily
CBF_beta--ThiF	1	3.1675641431739e-05	CBF_beta	ThiF	Corebindingfactorbetasubunit	ThiFfamily
DLIC--ThiF	1	3.1675641431739e-05	DLIC	ThiF	Dyneinlightintermediatechain(DLIC)	ThiFfamily
DUF737--ThiF	1	3.1675641431739e-05	DUF737	ThiF	Proteinofunknownfunction(DUF737)	ThiFfamily
ELM2--ThiF	1	3.1675641431739e-05	ELM2	ThiF	ELM2domain	ThiFfamily
FGF--ThiF	1	3.1675641431739e-05	FGF	ThiF	Fibroblastgrowthfactor	ThiFfamily
Fucosidase_C--ThiF	1	3.1675641431739e-05	Fucosidase_C	ThiF	Alpha-L-fucosidaseC-terminaldomain	ThiFfamily
Helicase_C--ThiF	1	3.1675641431739e-05	Helicase_C	ThiF	HelicaseconservedC-terminaldomain	ThiFfamily
JmjC--ThiF	1	3.1675641431739e-05	JmjC	ThiF	JmjCdomain,hydroxylase	ThiFfamily
Lig_chan--ThiF	1	3.1675641431739e-05	Lig_chan	ThiF	Ligand-gatedionchannel	ThiFfamily
Mon1--ThiF	1	3.1675641431739e-05	Mon1	ThiF	TraffickingproteinMon1	ThiFfamily
PDCD2_C--ThiF	1	3.1675641431739e-05	PDCD2_C	ThiF	Programmedcelldeathprotein2,C-terminalputativedomain	ThiFfamily
PGI--ThiF	2	6.3351282863478e-05	PGI	ThiF	Phosphoglucoseisomerase	ThiFfamily
PLU-1--ThiF	1	3.1675641431739e-05	PLU-1	ThiF	PLU-1-likeprotein	ThiFfamily
RPA_C--ThiF	1	3.1675641431739e-05	RPA_C	ThiF	ReplicationproteinACterminal	ThiFfamily
RhoGAP--ThiF	1	3.1675641431739e-05	RhoGAP	ThiF	RhoGAPdomain	ThiFfamily
Rtt106--ThiF	1	3.1675641431739e-05	Rtt106	ThiF	HistonechaperoneRttp106-like	ThiFfamily
empty--ThiF	44	0.00139372822299652	empty	ThiF	NA	ThiFfamily
SAP18--Thiol-ester_cl	1	3.1675641431739e-05	SAP18	Thiol-ester_cl	Sin3associatedpolypeptidep18(SAP18)	Zincfinger,ZZtype
empty--Thiol-ester_cl	3	9.5026924295217e-05	empty	Thiol-ester_cl	NA	Zincfinger,ZZtype
Carn_acyltransf--Thiolase_C	1	3.1675641431739e-05	Carn_acyltransf	Thiolase_C	Choline/Carnitineo-acyltransferase	Thiolase,C-terminaldomain
DUF3523--Thiolase_C	1	3.1675641431739e-05	DUF3523	Thiolase_C	Domainofunknownfunction(DUF3523)	Thiolase,C-terminaldomain
Ephrin_rec_like--Thiolase_C	1	3.1675641431739e-05	Ephrin_rec_like	Thiolase_C	Putativeephrin-receptorlike	Thiolase,C-terminaldomain
FANCI_HD1--Thiolase_C	1	3.1675641431739e-05	FANCI_HD1	Thiolase_C	FANCIhelicaldomain1	Thiolase,C-terminaldomain
FANCI_S1--Thiolase_C	1	3.1675641431739e-05	FANCI_S1	Thiolase_C	FANCIsolenoid1	Thiolase,C-terminaldomain
FANCI_S1-cap--Thiolase_C	1	3.1675641431739e-05	FANCI_S1-cap	Thiolase_C	FANCIsolenoid1cap	Thiolase,C-terminaldomain
SRCR_2--Thiolase_C	1	3.1675641431739e-05	SRCR_2	Thiolase_C	Scavengerreceptorcysteine-richdomain	Thiolase,C-terminaldomain
empty--Thiolase_C	2	6.3351282863478e-05	empty	Thiolase_C	NA	Thiolase,C-terminaldomain
Carn_acyltransf--Thiolase_N	1	3.1675641431739e-05	Carn_acyltransf	Thiolase_N	Choline/Carnitineo-acyltransferase	Thiolase,N-terminaldomain
DUF3523--Thiolase_N	1	3.1675641431739e-05	DUF3523	Thiolase_N	Domainofunknownfunction(DUF3523)	Thiolase,N-terminaldomain
ECH_1--Thiolase_N	1	3.1675641431739e-05	ECH_1	Thiolase_N	Enoyl-CoAhydratase/isomerase	Thiolase,N-terminaldomain
Ephrin_rec_like--Thiolase_N	1	3.1675641431739e-05	Ephrin_rec_like	Thiolase_N	Putativeephrin-receptorlike	Thiolase,N-terminaldomain
FANCI_HD1--Thiolase_N	1	3.1675641431739e-05	FANCI_HD1	Thiolase_N	FANCIhelicaldomain1	Thiolase,N-terminaldomain
FANCI_S1--Thiolase_N	1	3.1675641431739e-05	FANCI_S1	Thiolase_N	FANCIsolenoid1	Thiolase,N-terminaldomain
FANCI_S1-cap--Thiolase_N	1	3.1675641431739e-05	FANCI_S1-cap	Thiolase_N	FANCIsolenoid1cap	Thiolase,N-terminaldomain
SRCR_2--Thiolase_N	1	3.1675641431739e-05	SRCR_2	Thiolase_N	Scavengerreceptorcysteine-richdomain	Thiolase,N-terminaldomain
empty--Thiolase_N	4	0.000126702565726956	empty	Thiolase_N	NA	Thiolase,N-terminaldomain
CAMSAP_CH--Thioredoxin	1	3.1675641431739e-05	CAMSAP_CH	Thioredoxin	CAMSAPCHdomain	Thioredoxin
EF-hand_7--Thioredoxin	1	3.1675641431739e-05	EF-hand_7	Thioredoxin	EF-handdomainpair	Thioredoxin
FPL--Thioredoxin	1	3.1675641431739e-05	FPL	Thioredoxin	Uncharacterisedconservedprotein	Thioredoxin
GSHPx--Thioredoxin	1	3.1675641431739e-05	GSHPx	Thioredoxin	Glutathioneperoxidase	Thioredoxin
GTP_EFTU--Thioredoxin	1	3.1675641431739e-05	GTP_EFTU	Thioredoxin	ElongationfactorTuGTPbindingdomain	Thioredoxin
GTP_EFTU_D2--Thioredoxin	2	6.3351282863478e-05	GTP_EFTU_D2	Thioredoxin	ElongationfactorTudomain2	Thioredoxin
GTP_EFTU_D3--Thioredoxin	2	6.3351282863478e-05	GTP_EFTU_D3	Thioredoxin	ElongationfactorTuC-terminaldomain	Thioredoxin
KRAB--Thioredoxin	1	3.1675641431739e-05	KRAB	Thioredoxin	KRABbox	Thioredoxin
LRR_6--Thioredoxin	1	3.1675641431739e-05	LRR_6	Thioredoxin	LeucineRichrepeat	Thioredoxin
Longin--Thioredoxin	1	3.1675641431739e-05	Longin	Thioredoxin	Regulated-SNARE-likedomain	Thioredoxin
MT-A70--Thioredoxin	1	3.1675641431739e-05	MT-A70	Thioredoxin	MT-A70	Thioredoxin
Miga--Thioredoxin	1	3.1675641431739e-05	Miga	Thioredoxin	Mitoguardin	Thioredoxin
Myosin_N--Thioredoxin	2	6.3351282863478e-05	Myosin_N	Thioredoxin	MyosinN-terminalSH3-likedomain	Thioredoxin
Myosin_head--Thioredoxin	2	6.3351282863478e-05	Myosin_head	Thioredoxin	Myosinhead(motordomain)	Thioredoxin
NPIP--Thioredoxin	1	3.1675641431739e-05	NPIP	Thioredoxin	Nuclearporecomplexinteractingprotein(NPIP)	Thioredoxin
Ras--Thioredoxin	1	3.1675641431739e-05	Ras	Thioredoxin	Rasfamily	Thioredoxin
Rho_GDI--Thioredoxin	1	3.1675641431739e-05	Rho_GDI	Thioredoxin	RHOproteinGDPdissociationinhibitor	Thioredoxin
SPRY--Thioredoxin	1	3.1675641431739e-05	SPRY	Thioredoxin	SPRYdomain	Thioredoxin
empty--Thioredoxin	31	0.000981944884383909	empty	Thioredoxin	NA	Thioredoxin
fn3--Thioredoxin	1	3.1675641431739e-05	fn3	Thioredoxin	FibronectintypeIIIdomain	Thioredoxin
EST1--Thioredoxin_6	1	3.1675641431739e-05	EST1	Thioredoxin_6	TelomeraseactivatingproteinEst1	Thioredoxin-likedomain
EST1_DNA_bind--Thioredoxin_6	1	3.1675641431739e-05	EST1_DNA_bind	Thioredoxin_6	Est1DNA/RNAbindingdomain	Thioredoxin-likedomain
FYVE_2--Thioredoxin_6	2	6.3351282863478e-05	FYVE_2	Thioredoxin_6	FYVE-typezincfinger	Thioredoxin-likedomain
GSHPx--Thioredoxin_6	1	3.1675641431739e-05	GSHPx	Thioredoxin_6	Glutathioneperoxidase	Thioredoxin-likedomain
Miga--Thioredoxin_6	1	3.1675641431739e-05	Miga	Thioredoxin_6	Mitoguardin	Thioredoxin-likedomain
Rho_GDI--Thioredoxin_6	1	3.1675641431739e-05	Rho_GDI	Thioredoxin_6	RHOproteinGDPdissociationinhibitor	Thioredoxin-likedomain
empty--Thioredoxin_6	10	0.00031675641431739	empty	Thioredoxin_6	NA	Thioredoxin-likedomain
Ras--Thioredoxin_7	1	3.1675641431739e-05	Ras	Thioredoxin_7	Rasfamily	Thioredoxin-like
C2--Thioredoxin_8	4	0.000126702565726956	C2	Thioredoxin_8	C2domain	Thioredoxin-like
DUF2781--Thioredoxin_8	1	3.1675641431739e-05	DUF2781	Thioredoxin_8	Proteinofunknownfunction(DUF2781)	Thioredoxin-like
FYVE_2--Thioredoxin_8	2	6.3351282863478e-05	FYVE_2	Thioredoxin_8	FYVE-typezincfinger	Thioredoxin-like
PH--Thioredoxin_8	2	6.3351282863478e-05	PH	Thioredoxin_8	PHdomain	Thioredoxin-like
RhoGAP--Thioredoxin_8	4	0.000126702565726956	RhoGAP	Thioredoxin_8	RhoGAPdomain	Thioredoxin-like
RhoGEF--Thioredoxin_8	1	3.1675641431739e-05	RhoGEF	Thioredoxin_8	RhoGEFdomain	Thioredoxin-like
empty--Thioredoxin_8	7	0.000221729490022173	empty	Thioredoxin_8	NA	Thioredoxin-like
CoA_transf_3--Thymidylat_synt	2	6.3351282863478e-05	CoA_transf_3	Thymidylat_synt	CoA-transferasefamilyIII	Thymidylatesynthase
Nop--Thymidylat_synt	1	3.1675641431739e-05	Nop	Thymidylat_synt	snoRNAbindingdomain,fibrillarin	Thymidylatesynthase
Pkinase_Tyr--Thymidylat_synt	1	3.1675641431739e-05	Pkinase_Tyr	Thymidylat_synt	Proteintyrosinekinase	Thymidylatesynthase
Spc97_Spc98--Thymidylat_synt	1	3.1675641431739e-05	Spc97_Spc98	Thymidylat_synt	Mitotic-spindleorganizinggamma-tubulinringassociated	Thymidylatesynthase
empty--Thymidylat_synt	2	6.3351282863478e-05	empty	Thymidylat_synt	NA	Thymidylatesynthase
empty--Thymosin	1	3.1675641431739e-05	empty	Thymosin	NA	Thymosinbeta-4family
Rad51--Thyroglob_assoc	1	3.1675641431739e-05	Rad51	Thyroglob_assoc	Rad51	Thyroglobulin_1repeatassociateddisordereddomain
14-3-3--Thyroglobulin_1	1	3.1675641431739e-05	14-3-3	Thyroglobulin_1	14-3-3protein	Thyroglobulintype-1repeat
4HBT_2--Thyroglobulin_1	1	3.1675641431739e-05	4HBT_2	Thyroglobulin_1	Thioesterase-likesuperfamily	Thyroglobulintype-1repeat
BAH--Thyroglobulin_1	1	3.1675641431739e-05	BAH	Thyroglobulin_1	BAHdomain	Thyroglobulintype-1repeat
DEAD--Thyroglobulin_1	1	3.1675641431739e-05	DEAD	Thyroglobulin_1	DEAD/DEAHboxhelicase	Thyroglobulintype-1repeat
DIE2_ALG10--Thyroglobulin_1	1	3.1675641431739e-05	DIE2_ALG10	Thyroglobulin_1	DIE2/ALG10family	Thyroglobulintype-1repeat
ELM2--Thyroglobulin_1	1	3.1675641431739e-05	ELM2	Thyroglobulin_1	ELM2domain	Thyroglobulintype-1repeat
G-alpha--Thyroglobulin_1	1	3.1675641431739e-05	G-alpha	Thyroglobulin_1	G-proteinalphasubunit	Thyroglobulintype-1repeat
GATA--Thyroglobulin_1	1	3.1675641431739e-05	GATA	Thyroglobulin_1	GATAzincfinger	Thyroglobulintype-1repeat
Guanylate_kin--Thyroglobulin_1	1	3.1675641431739e-05	Guanylate_kin	Thyroglobulin_1	Guanylatekinase	Thyroglobulintype-1repeat
Helicase_C--Thyroglobulin_1	2	6.3351282863478e-05	Helicase_C	Thyroglobulin_1	HelicaseconservedC-terminaldomain	Thyroglobulintype-1repeat
Homeobox--Thyroglobulin_1	1	3.1675641431739e-05	Homeobox	Thyroglobulin_1	Homeodomain	Thyroglobulintype-1repeat
Integrin_beta--Thyroglobulin_1	1	3.1675641431739e-05	Integrin_beta	Thyroglobulin_1	IntegrinbetachainVWAdomain	Thyroglobulintype-1repeat
NADH_B2--Thyroglobulin_1	1	3.1675641431739e-05	NADH_B2	Thyroglobulin_1	NADHdehydrogenase1betasubcomplexsubunit2	Thyroglobulintype-1repeat
PSI_integrin--Thyroglobulin_1	1	3.1675641431739e-05	PSI_integrin	Thyroglobulin_1	Integrinplexindomain	Thyroglobulintype-1repeat
Rad51--Thyroglobulin_1	1	3.1675641431739e-05	Rad51	Thyroglobulin_1	Rad51	Thyroglobulintype-1repeat
Ribosomal_L6e--Thyroglobulin_1	1	3.1675641431739e-05	Ribosomal_L6e	Thyroglobulin_1	RibosomalproteinL6e	Thyroglobulintype-1repeat
Ribosomal_L7Ae--Thyroglobulin_1	1	3.1675641431739e-05	Ribosomal_L7Ae	Thyroglobulin_1	RibosomalproteinL7Ae/L30e/S12e/Gadd45family	Thyroglobulintype-1repeat
SH3_1--Thyroglobulin_1	1	3.1675641431739e-05	SH3_1	Thyroglobulin_1	SH3domain	Thyroglobulintype-1repeat
SH3_9--Thyroglobulin_1	1	3.1675641431739e-05	SH3_9	Thyroglobulin_1	VariantSH3domain	Thyroglobulintype-1repeat
Sema--Thyroglobulin_1	1	3.1675641431739e-05	Sema	Thyroglobulin_1	Semadomain	Thyroglobulintype-1repeat
Snf7--Thyroglobulin_1	8	0.000253405131453912	Snf7	Thyroglobulin_1	Snf7	Thyroglobulintype-1repeat
Thiolase_C--Thyroglobulin_1	1	3.1675641431739e-05	Thiolase_C	Thyroglobulin_1	Thiolase,C-terminaldomain	Thyroglobulintype-1repeat
Thiolase_N--Thyroglobulin_1	1	3.1675641431739e-05	Thiolase_N	Thyroglobulin_1	Thiolase,N-terminaldomain	Thyroglobulintype-1repeat
empty--Thyroglobulin_1	41	0.0012987012987013	empty	Thyroglobulin_1	NA	Thyroglobulintype-1repeat
Anillin--Tim17	1	3.1675641431739e-05	Anillin	Tim17	Celldivisionproteinanillin	Tim17/Tim22/Tim23/Pmp24family
Anillin_N--Tim17	1	3.1675641431739e-05	Anillin_N	Tim17	AnillinN-terminus	Tim17/Tim22/Tim23/Pmp24family
C1_1--Tim17	1	3.1675641431739e-05	C1_1	Tim17	Phorbolesters/diacylglycerolbindingdomain(C1domain)	Tim17/Tim22/Tim23/Pmp24family
CLASP_N--Tim17	2	6.3351282863478e-05	CLASP_N	Tim17	CLASPNterminal	Tim17/Tim22/Tim23/Pmp24family
FYVE_2--Tim17	2	6.3351282863478e-05	FYVE_2	Tim17	FYVE-typezincfinger	Tim17/Tim22/Tim23/Pmp24family
Glyco_hydro_79n--Tim17	1	3.1675641431739e-05	Glyco_hydro_79n	Tim17	Glycosylhydrolasefamily79,N-terminaldomain	Tim17/Tim22/Tim23/Pmp24family
MORN--Tim17	1	3.1675641431739e-05	MORN	Tim17	MORNrepeat	Tim17/Tim22/Tim23/Pmp24family
Nore1-SARAH--Tim17	1	3.1675641431739e-05	Nore1-SARAH	Tim17	NovelRaseffector1C-terminalSARAH(Sav/Rassf/Hpo)domain	Tim17/Tim22/Tim23/Pmp24family
Nuf2--Tim17	1	3.1675641431739e-05	Nuf2	Tim17	Nuf2family	Tim17/Tim22/Tim23/Pmp24family
Pkinase--Tim17	1	3.1675641431739e-05	Pkinase	Tim17	Proteinkinasedomain	Tim17/Tim22/Tim23/Pmp24family
RA--Tim17	1	3.1675641431739e-05	RA	Tim17	Rasassociation(RalGDS/AF-6)domain	Tim17/Tim22/Tim23/Pmp24family
cNMP_binding--Tim17	1	3.1675641431739e-05	cNMP_binding	Tim17	Cyclicnucleotide-bindingdomain	Tim17/Tim22/Tim23/Pmp24family
empty--Tim17	3	9.5026924295217e-05	empty	Tim17	NA	Tim17/Tim22/Tim23/Pmp24family
Proteasome--Tim44	1	3.1675641431739e-05	Proteasome	Tim44	Proteasomesubunit	Tim44-likedomain
EF-hand_8--Tis11B_N	1	3.1675641431739e-05	EF-hand_8	Tis11B_N	EF-handdomainpair	Tis11Blikeprotein,Nterminus
EFhand_Ca_insen--Tis11B_N	1	3.1675641431739e-05	EFhand_Ca_insen	Tis11B_N	Ca2+insensitiveEFhand	Tis11Blikeprotein,Nterminus
Spectrin--Tis11B_N	1	3.1675641431739e-05	Spectrin	Tis11B_N	Spectrinrepeat	Tis11Blikeprotein,Nterminus
empty--Tis11B_N	2	6.3351282863478e-05	empty	Tis11B_N	NA	Tis11Blikeprotein,Nterminus
C2--Tissue_fac	2	6.3351282863478e-05	C2	Tissue_fac	C2domain	Tissuefactor
CS--Tissue_fac	2	6.3351282863478e-05	CS	Tissue_fac	CSdomain	Tissuefactor
CTD_bind--Tissue_fac	2	6.3351282863478e-05	CTD_bind	Tissue_fac	RNApolymeraseII-bindingdomain.	Tissuefactor
DUF4554--Tissue_fac	1	3.1675641431739e-05	DUF4554	Tissue_fac	Domainofunknownfunction(DUF4554)	Tissuefactor
PH--Tissue_fac	2	6.3351282863478e-05	PH	Tissue_fac	PHdomain	Tissuefactor
RasGAP--Tissue_fac	2	6.3351282863478e-05	RasGAP	Tissue_fac	GTPase-activatorproteinforRas-likeGTPase	Tissuefactor
empty--Tissue_fac	9	0.000285080772885651	empty	Tissue_fac	NA	Tissuefactor
empty--Tma16	1	3.1675641431739e-05	empty	Tma16	NA	Translationmachinery-associatedprotein16
TF_AP-2--Tmemb_14	1	3.1675641431739e-05	TF_AP-2	Tmemb_14	TranscriptionfactorAP-2	Transmembraneproteins14C
empty--Tmemb_14	1	3.1675641431739e-05	empty	Tmemb_14	NA	Transmembraneproteins14C
empty--Tmemb_161AB	3	9.5026924295217e-05	empty	Tmemb_161AB	NA	Predictedtransmembraneprotein161AB
empty--Tmemb_18A	1	3.1675641431739e-05	empty	Tmemb_18A	NA	Transmembraneprotein188
LIM--Tmemb_40	1	3.1675641431739e-05	LIM	Tmemb_40	LIMdomain	Predictedmembraneprotein
empty--Tmemb_40	1	3.1675641431739e-05	empty	Tmemb_40	NA	Predictedmembraneprotein
empty--Tmemb_55A	1	3.1675641431739e-05	empty	Tmemb_55A	NA	Transmembraneprotein55A
DIL--Tmemb_9	1	3.1675641431739e-05	DIL	Tmemb_9	DILdomain	TMEM9
LEDGF--Tmemb_9	1	3.1675641431739e-05	LEDGF	Tmemb_9	Lensepithelium-derivedgrowthfactor(LEDGF)	TMEM9
PWWP--Tmemb_9	1	3.1675641431739e-05	PWWP	Tmemb_9	PWWPdomain	TMEM9
DUF4688--Tmp39	1	3.1675641431739e-05	DUF4688	Tmp39	Domainofunknownfunction(DUF4688)	Putativetransmembraneprotein
EphA2_TM--Tmp39	1	3.1675641431739e-05	EphA2_TM	Tmp39	Ephrintype-Areceptor2transmembranedomain	Putativetransmembraneprotein
Ephrin_lbd--Tmp39	1	3.1675641431739e-05	Ephrin_lbd	Tmp39	Ephrinreceptorligandbindingdomain	Putativetransmembraneprotein
Pkinase_Tyr--Tmp39	1	3.1675641431739e-05	Pkinase_Tyr	Tmp39	Proteintyrosinekinase	Putativetransmembraneprotein
SAM_1--Tmp39	1	3.1675641431739e-05	SAM_1	Tmp39	SAMdomain(Sterilealphamotif)	Putativetransmembraneprotein
fn3--Tmp39	1	3.1675641431739e-05	fn3	Tmp39	FibronectintypeIIIdomain	Putativetransmembraneprotein
DNA_methylase--Tmpp129	1	3.1675641431739e-05	DNA_methylase	Tmpp129	C-5cytosine-specificDNAmethylase	Putativetransmembraneproteinprecursor
PWWP--Tmpp129	1	3.1675641431739e-05	PWWP	Tmpp129	PWWPdomain	Putativetransmembraneproteinprecursor
Ephrin_lbd--Tom37	1	3.1675641431739e-05	Ephrin_lbd	Tom37	Ephrinreceptorligandbindingdomain	Outermitochondrialmembranetransportcomplexprotein
PH--Tom37	1	3.1675641431739e-05	PH	Tom37	PHdomain	Outermitochondrialmembranetransportcomplexprotein
empty--Tom7	1	3.1675641431739e-05	empty	Tom7	NA	TOM7family
Sharpin_PH--Topoisom_I	1	3.1675641431739e-05	Sharpin_PH	Topoisom_I	SharpinPHdomain	EukaryoticDNAtopoisomeraseI,catalyticcore
empty--Topoisom_I	1	3.1675641431739e-05	empty	Topoisom_I	NA	EukaryoticDNAtopoisomeraseI,catalyticcore
DUF4208--Topoisom_I_N	1	3.1675641431739e-05	DUF4208	Topoisom_I_N	Domainofunknownfunction(DUF4208)	EukaryoticDNAtopoisomeraseI,DNAbindingfragment
Sharpin_PH--Topoisom_I_N	1	3.1675641431739e-05	Sharpin_PH	Topoisom_I_N	SharpinPHdomain	EukaryoticDNAtopoisomeraseI,DNAbindingfragment
empty--Topoisom_I_N	4	0.000126702565726956	empty	Topoisom_I_N	NA	EukaryoticDNAtopoisomeraseI,DNAbindingfragment
Gelsolin--Topoisom_bac	1	3.1675641431739e-05	Gelsolin	Topoisom_bac	Gelsolinrepeat	DNAtopoisomerase
LRR_4--Topoisom_bac	1	3.1675641431739e-05	LRR_4	Topoisom_bac	LeucineRichrepeats(2copies)	DNAtopoisomerase
LRR_8--Topoisom_bac	1	3.1675641431739e-05	LRR_8	Topoisom_bac	Leucinerichrepeat	DNAtopoisomerase
Myosin_head--Topoisom_bac	1	3.1675641431739e-05	Myosin_head	Topoisom_bac	Myosinhead(motordomain)	DNAtopoisomerase
Myosin_tail_1--Topoisom_bac	1	3.1675641431739e-05	Myosin_tail_1	Topoisom_bac	Myosintail	DNAtopoisomerase
PSP--Topoisom_bac	1	3.1675641431739e-05	PSP	Topoisom_bac	PSP	DNAtopoisomerase
empty--Topoisom_bac	1	3.1675641431739e-05	empty	Topoisom_bac	NA	DNAtopoisomerase
Filament--Toprim	1	3.1675641431739e-05	Filament	Toprim	Intermediatefilamentprotein	Toprimdomain
Gelsolin--Toprim	1	3.1675641431739e-05	Gelsolin	Toprim	Gelsolinrepeat	Toprimdomain
HMG_box--Toprim	2	6.3351282863478e-05	HMG_box	Toprim	HMG(highmobilitygroup)box	Toprimdomain
LRR_4--Toprim	1	3.1675641431739e-05	LRR_4	Toprim	LeucineRichrepeats(2copies)	Toprimdomain
LRR_8--Toprim	1	3.1675641431739e-05	LRR_8	Toprim	Leucinerichrepeat	Toprimdomain
Myosin_head--Toprim	1	3.1675641431739e-05	Myosin_head	Toprim	Myosinhead(motordomain)	Toprimdomain
Myosin_tail_1--Toprim	1	3.1675641431739e-05	Myosin_tail_1	Toprim	Myosintail	Toprimdomain
PAW--Toprim	2	6.3351282863478e-05	PAW	Toprim	PNGaseC-terminaldomain,mannose-bindingmodulePAW	Toprimdomain
PSP--Toprim	1	3.1675641431739e-05	PSP	Toprim	PSP	Toprimdomain
Staufen_C--Toprim	1	3.1675641431739e-05	Staufen_C	Toprim	StaufenC-terminaldomain	Toprimdomain
dsrm--Toprim	1	3.1675641431739e-05	dsrm	Toprim	Double-strandedRNAbindingmotif	Toprimdomain
empty--Toprim	9	0.000285080772885651	empty	Toprim	NA	Toprimdomain
PH--Torsin	1	3.1675641431739e-05	PH	Torsin	PHdomain	Torsin
RhoGAP--Torsin	1	3.1675641431739e-05	RhoGAP	Torsin	RhoGAPdomain	Torsin
empty--Torsin	1	3.1675641431739e-05	empty	Torsin	NA	Torsin
empty--Tower	1	3.1675641431739e-05	empty	Tower	NA	Tower
Abhydrolase_6--Tox-GHH	1	3.1675641431739e-05	Abhydrolase_6	Tox-GHH	Alpha/betahydrolasefamily	GHHsignaturecontainingHNH/EndoVIIsuperfamilynucleasetoxin
C2--Tox-GHH	1	3.1675641431739e-05	C2	Tox-GHH	C2domain	GHHsignaturecontainingHNH/EndoVIIsuperfamilynucleasetoxin
DUF3694--Tox-GHH	1	3.1675641431739e-05	DUF3694	Tox-GHH	Kinesinprotein	GHHsignaturecontainingHNH/EndoVIIsuperfamilynucleasetoxin
FHA--Tox-GHH	1	3.1675641431739e-05	FHA	Tox-GHH	FHAdomain	GHHsignaturecontainingHNH/EndoVIIsuperfamilynucleasetoxin
KIF1B--Tox-GHH	1	3.1675641431739e-05	KIF1B	Tox-GHH	Kinesinprotein1B	GHHsignaturecontainingHNH/EndoVIIsuperfamilynucleasetoxin
Kinesin--Tox-GHH	1	3.1675641431739e-05	Kinesin	Tox-GHH	Kinesinmotordomain	GHHsignaturecontainingHNH/EndoVIIsuperfamilynucleasetoxin
Kinesin_assoc--Tox-GHH	1	3.1675641431739e-05	Kinesin_assoc	Tox-GHH	Kinesin-associated	GHHsignaturecontainingHNH/EndoVIIsuperfamilynucleasetoxin
PA--Tox-GHH	2	6.3351282863478e-05	PA	Tox-GHH	PAdomain	GHHsignaturecontainingHNH/EndoVIIsuperfamilynucleasetoxin
PH--Tox-GHH	1	3.1675641431739e-05	PH	Tox-GHH	PHdomain	GHHsignaturecontainingHNH/EndoVIIsuperfamilynucleasetoxin
Peptidase_A22B--Tox-GHH	2	6.3351282863478e-05	Peptidase_A22B	Tox-GHH	Signalpeptidepeptidase	GHHsignaturecontainingHNH/EndoVIIsuperfamilynucleasetoxin
STAT_alpha--Tox-GHH	1	3.1675641431739e-05	STAT_alpha	Tox-GHH	STATprotein,all-alphadomain	GHHsignaturecontainingHNH/EndoVIIsuperfamilynucleasetoxin
STAT_bind--Tox-GHH	1	3.1675641431739e-05	STAT_bind	Tox-GHH	STATprotein,DNAbindingdomain	GHHsignaturecontainingHNH/EndoVIIsuperfamilynucleasetoxin
STAT_int--Tox-GHH	1	3.1675641431739e-05	STAT_int	Tox-GHH	STATprotein,proteininteractiondomain	GHHsignaturecontainingHNH/EndoVIIsuperfamilynucleasetoxin
