Name,SK,Group,Family,Subfamily,Pseudogene?,Header,Entrez_GeneID,RefSeq cDNA (Jan 07),Refseq mRNA,gi_mRNA,Refseq protein,gi_protein,Old_Name,Entrez_Symbol,Entrez_Synonyms,Entrez_dbXrefs,Entrez_Chromosome,Entrez_map_location,Entrez_symbol_from_nomenclature_authority
SgK223,SK643,Other,NKF3,,N,Other_NKF3__SK643_SgK223,157285,XM_291277,XM_291277.5,113419998,XP_291277.2,37552666,SgK223,DKFZp761P0423,pragmin,-,8,8p23.1,-
CLIK1,SK493,Other,NKF4,,N,Other_NKF4__SK493_CLIK1,140901,NM_080836,NM_080836.2,38327559,NP_543026.1,20128768,CLIK1,STK35,CLIK1,HGNC:16254|MIM:609370|HPRD:11612,20,20p13,STK35
CLIK1L,SK452,Other,NKF4,,N,Other_NKF4__SK452_CLIK1L,149420,NM_152835,NM_152835.1,22779869,NP_690048.1,22779870,CLIK1L,PDIK1L,CLIK1L|RP11-96L14.4,HGNC:18981|HPRD:15110,1,1p36.11,PDIK1L
SgK307,SK699,Other,NKF5,,N,Other_NKF5__SK699_SgK307,56155,NM_031272,NM_031272.3,57863260,NP_112562.3,57863261,SgK307,TEX14,-,HGNC:11737|MIM:605792,17,17q22,TEX14
SgK424,SK707,Other,NKF5,,N,Other_NKF5__SK707_SgK424,NA,,,NA,,NA,,,,,,,
NRBP1,SK479,Other,NRBP,,N,Other_NRBP__SK479_NRBP1,29959,NM_013392,NM_013392.2,50726964,NP_037524.1,7019333,NRBP1,NRBP1,BCON3|FLJ27109|FLJ35541|MADM|MUDPNP|NRBP,HGNC:7993|MIM:606010|HPRD:05819,2,2p23,NRBP1
NRBP2,SK520,Other,NRBP,,N,Other_NRBP__SK520_NRBP2,340371,NM_178564,NM_178564.2,31341683,NP_848659.1,30794272,NRBP2,NRBP2,DKFZp434P086|MGC138699|TRG16|pp9320,HGNC:19339|HPRD:14838,8,8q24.3,NRBP2
RNAseL,SK729,Other,Other-Unique,,N,Other_Other-Unique__SK729_RNAseL,6041,NM_021133,NM_021133.2,30795246,NP_066956.1,10863929,RNAseL,RNASEL,DKFZp781D08126|MGC104972|MGC133329|PRCA1|RNS4,HGNC:10050|MIM:180435|HPRD:01590,1,1q25,RNASEL
SgK396,SK652,Other,Other-Unique,,N,Other_Other-Unique__SK652_SgK396,56164,NM_031414,NM_031414.2,14602442,NP_113602.2,14602443,SgK396,STK31,FLJ16102|TDRD8,HGNC:11407|MIM:605790|HPRD:10427,7,7p15.3,STK31
SgK196,SK628,Other,Other-Unique,,N,Other_Other-Unique__SK628_SgK196,84197,NM_032237,NM_032237.2,26024341,NP_115613.1,14149946,SgK196,FLJ23356,MGC126597,HPRD:08668,8,8p11.21,-
GCN2,SK490,Other,PEK,GCN2,N,Other_PEK_GCN2_SK490_GCN2,440275,NM_001013703,NM_001013703.2,65287716,NP_001013725.2,65287717,GCN2,EIF2AK4,GCN2|KIAA1338,HGNC:19687|MIM:609280|HPRD:18447,15,15q15.1,EIF2AK4
HRI,SK496,Other,PEK,HRI,N,Other_PEK__SK496_HRI,27102,NM_014413,NM_014413.2,11125767,NP_055228.2,11125768,HRI,EIF2AK1,HRI|KIAA1369,HGNC:24921|HPRD:10684,7,7p22,EIF2AK1
PEK,SK281,Other,PEK,PEK,N,Other_PEK_PEK_SK281_PEK,9451,NM_004836,NM_004836.3,55770889,NP_004827.3,55770890,PEK,EIF2AK3,DKFZp781H1925|PEK|PERK|WRS,HGNC:3255|MIM:604032|HPRD:04942,2,2p12,EIF2AK3
PKR,SK119,Other,PEK,PKR,N,Other_PEK__SK119_PKR,5610,NM_002759,NM_002759.1,4506102,NP_002750.1,4506103,PKR,EIF2AK2,EIF2AK1|MGC126524|PKR|PRKR,HGNC:9437|MIM:176871|HPRD:01468,2,2p22-p21,EIF2AK2
PLK1,SK315,Other,PLK,PLK1,N,Other_PLK__SK315_PLK1,5347,NM_005030,NM_005030.3,34147632,NP_005021.2,21359873,PLK1,PLK1,PLK|STPK13,HGNC:9077|MIM:602098|HPRD:03652,16,16p12.1,PLK1
PLK3,SK316,Other,PLK,PLK2,N,Other_PLK__SK316_PLK3,1263,NM_004073,NM_004073.2,41872373,NP_004064.2,41872374,PLK3,PLK3,CNK|FNK|PRK,HGNC:2154|MIM:602913|HPRD:04222,1,1p34.1,PLK3
PLK2,SK353,Other,PLK,PLK2,N,Other_PLK__SK353_PLK2,10769,NM_006622,NM_006622.2,93004080,NP_006613.2,93004081,PLK2,PLK2,SNK,HGNC:19699|MIM:607023|HPRD:06118,5,5q12.1-q13.2,PLK2
PLK4,SK341,Other,PLK,SAK,N,Other_PLK__SK341_PLK4,10733,NM_014264,NM_014264.3,121114282,NP_055079.3,121114283,PLK4,PLK4,SAK|STK18,HGNC:11397|MIM:605031|HPRD:10387,4,4q28,PLK4
SCYL2,SK475,Other,SCY1,,N,Other_SCY1__SK475_SCYL2,55681,NM_017988,NM_017988.4,51870926,NP_060458.3,47604944,SCYL2,SCYL2,CVAK104|FLJ10074|KIAA1360,HGNC:19286|HPRD:07642,12,12q23.1,SCYL2
SCYL3,SK468,Other,SCY1,,N,Other_SCY1__SK468_SCYL3,57147,NM_020423,NM_020423.4,27363466,NP_065156.4,27363467,SCYL3,SCYL3,PACE-1|PACE1|RP1-97P20.2,HGNC:19285|MIM:608192|HPRD:07459,1,1q24.2,SCYL3
SCYL1,SK454,Other,SCY1,,N,Other_SCY1__SK454_SCYL1,57410,NM_020680,NM_020680.3,115430240,NP_065731.3,115430241,SCYL1,SCYL1,GKLP|HT019|MGC78454|NKTL|NTKL|P105|TAPK|TEIF|TRAP,HGNC:14372|MIM:607982|HPRD:06414,11,11q13,SCYL1
SgK071,SK521,Other,SgK071,,N,Other_Other-Unique__SK521_SgK071,169436,NM_153710,NM_153710.3,76563907,NP_714921.3,76563908,SgK071,C9orf96,MGC43306|RP11-244N20.8,HGNC:28669|HPRD:12990,9,9q34.2,C9orf96
SgK493,SK460,Other,SgK493,,N,Other_Other-Unique__SK460_SgK493,91461,NM_138370,NM_138370.1,66793375,NP_612379.1,66793376,SgK493,LOC91461,MGC125960,HPRD:18707,2,2p21,-
SgK496,SK516,Other,SgK496,,N,Other_Other-Unique__SK516_SgK496,25778,NM_015375,NM_015375.1,40806178,NP_056190.1,40806179,SgK496,RIPK5,DustyPK|HDCMD38P|KIAA0472|RIP5,HGNC:29043|HPRD:11495,1,1q32.1,RIPK5
Slob,SK528,Other,Slob,,N,Other_Slob__SK528_Slob,54899,NM_017771,NM_017771.2,31543451,NP_060241.2,31543452,Slob,PXK,FLJ20335|MONaKA,HGNC:23326|HPRD:17936,3,3p14.3,PXK
TBCK,SK664,Other,TBCK,,N,Other_TBCK__SK664_TBCK,93627,NM_033115,NM_033115.2,34147455,NP_149106.2,34147456,TBCK,MGC16169,HSPC302,HPRD:17514,4,4q24,-
TLK1,SK373,Other,TLK,,N,Other_TLK__SK373_TLK1,9874,NM_012290,NM_012290.3,33636697,NP_036422.3,33636698,TLK1,TLK1,KIAA0137|PKU-BETA,HGNC:11841|MIM:608438,2,2q31.1,TLK1
TLK2,SK374,Other,TLK,,N,Other_TLK__SK374_TLK2,11011,NM_006852,NM_006852.2,45643116,NP_006843.2,45643117,TLK2,TLK2,MGC44450|PKU-ALPHA,HGNC:11842|MIM:608439|HPRD:10527,17,17q23,TLK2
PBK,SK529,Other,TOPK,,N,Other_TOPK__SK529_PBK,55872,NM_018492,NM_018492.2,18490990,NP_060962.2,18490991,PBK,PBK,FLJ14385|Nori-3|SPK|TOPK,HGNC:18282|HPRD:17822,8,8p21.2,PBK
TTK,SK383,Other,TTK,,N,Other_TTK__SK383_TTK,7272,NM_003318,NM_003318.3,34303964,NP_003309.2,23308722,TTK,TTK,ESK|FLJ38280|MPS1L1|PYT,HGNC:12401|MIM:604092|HPRD:04973,6,6q13-q21,TTK
Fused,SK199,Other,ULK,Fused,N,Other_ULK__SK199_Fused,27148,NM_015690,NM_015690.2,34222107,NP_056505.1,24308123,Fused,STK36,DKFZp434N0223|FU|KIAA1278,HGNC:17209|MIM:607652|HPRD:09631,2,2q35,STK36
ULK1,SK387,Other,ULK,ULK,N,Other_ULK__SK387_ULK1,8408,NM_003565,NM_003565.1,4507830,NP_003556.1,4507831,ULK1,ULK1,ATG1|FLJ38455|UNC51|Unc51.1,HGNC:12558|MIM:603168|HPRD:11933,12,12q24.3,ULK1
ULK2,SK388,Other,ULK,ULK,N,Other_ULK__SK388_ULK2,9706,NM_014683,NM_014683.2,23199984,NP_055498.2,23199985,ULK2,ULK2,KIAA0623|Unc51.2,HGNC:13480|MIM:608650|HPRD:10556,17,17p11.2,ULK2
ULK3,SK450,Other,ULK,ULK,N,Other_ULK__SK450_ULK3,25989,XM_001134013,XM_001134013.1,113425277,XP_001134013.1,113425278,ULK3,ULK3,DKFZP434C131|FLJ90566,HGNC:19703|HPRD:15609,15,15q24.1,ULK3
ULK4,SK457,Other,ULK,ULK,N,Other_ULK__SK457_ULK4,54986,XM_929989,XM_929989.2,113414417,XP_935082.2,113414418,ULK4,ULK4,DKFZp434E1822|FAM7C1|FLJ20574|REC01035,HGNC:15784|HPRD:07928,3,3p22.1,ULK4
PIK3R4,SK262,Other,VPS15,,N,Other_VPS15__SK262_PIK3R4,30849,NM_014602,NM_014602.2,116812580,NP_055417.1,23943912,PIK3R4,PIK3R4,MGC102700|VPS15|p150,HGNC:8982|MIM:602610|HPRD:04010,3,3q22.1,PIK3R4
Wee1,SK391,Other,WEE,,N,Other_WEE__SK391_Wee1,7465,NM_003390,NM_003390.2,19718775,NP_003381.1,4507917,Wee1,WEE1,DKFZp686I18166|FLJ16446|WEE1hu,HGNC:12761|MIM:193525|HPRD:01907,11,11p15.3-p15.1,WEE1
MYT1,SK248,Other,WEE,,N,Other_WEE__SK248_MYT1,9088,NM_004203,NM_004203.3,33383240,NP_004194.3,33383241,MYT1,PKMYT1,DKFZp547K1610|FLJ20093|MYT1,HGNC:29650|MIM:602474|HPRD:03920,16,16p13.3,PKMYT1
Wee1B,SK723,Other,WEE,,N,Other_WEE__SK723_Wee1B,285962,NM_173677,NM_173677.1,27734968,NP_775948.1,27734969,Wee1B,FLJ40852,-,HPRD:08286,7,7q34,-
Wnk1,SK508,Other,WNK,,N,Other_Wnk__SK508_Wnk1,65125,NM_018979,NM_018979.1,12711659,NP_061852.1,12711660,Wnk1,WNK1,KDP|KIAA0344|PHA2C|PRKWNK1,HGNC:14540|MIM:605232|HPRD:05570,12,12p13.3,WNK1
Wnk4,SK588,Other,WNK,,N,Other_Wnk__SK588_Wnk4,65266,NM_032387,NM_032387.3,58331254,NP_115763.2,34365793,Wnk4,WNK4,PHA2B|PRKWNK4,HGNC:14544|MIM:601844|HPRD:03505,17,17q21-q22,WNK4
Wnk3,SK641,Other,WNK,,N,Other_Wnk__SK641_Wnk3,65267,NM_020922,NM_020922.2,50845417,NP_065973.2,50845418,Wnk3,WNK3,KIAA1566|PRKWNK3,HGNC:14543|MIM:300358|HPRD:02289,X,Xp11.23-p11.21,WNK3
Wnk2,SK016,Other,WNK,,N,Other_Wnk__SK016_Wnk2,65268,NM_006648,NM_006648.3,32455272,NP_006639.3,32455273,Wnk2,WNK2,KIAA1760|NY-CO-43|P/OKcl.13|PRKWNK2|SDCCAG43,HGNC:14542|MIM:606249|HPRD:06951,9,9q22.3,WNK2
HSER,SK171,RGC,RGC,,N,RGC_RGC__SK171_HSER,2984,NM_004963,NM_004963.1,4826751,NP_004954.1,4826752,HSER,GUCY2C,GUC2C|STAR,HGNC:4688|MIM:601330|HPRD:07529,12,12p12,GUCY2C
CYGF,SK099,RGC,RGC,,N,RGC_RGC__SK099_CYGF,2986,NM_001522,NM_001522.1,4504218,NP_001513.1,4504219,CYGF,GUCY2F,CYGF|GC-F|GUC2DL|GUC2F|RETGC-2|ROS-GC2,HGNC:4691|MIM:300041|HPRD:02078,X,Xq22,GUCY2F
CYGD,SK097,RGC,RGC,,N,RGC_RGC__SK097_CYGD,3000,NM_000180,NM_000180.1,4504216,NP_000171.1,4504217,CYGD,GUCY2D,CORD5|CORD6|CYGD|GUC1A4|GUC2D|LCA|LCA1|RETGC-1|ROS-GC1|retGC,HGNC:4689|MIM:600179|HPRD:02550,17,17p13.1,GUCY2D
ANPa,SK034,RGC,RGC,,N,RGC_RGC__SK034_ANPa,4881,NM_000906,NM_000906.2,40254425,NP_000897.2,40254426,ANPa,NPR1,ANPRA|ANPa|GUC2A|GUCY2A|NPRA,HGNC:7943|MIM:108960|HPRD:00165,1,1q21-q22,NPR1
ANPb,SK035,RGC,RGC,,N,RGC_RGC__SK035_ANPb,4882,NM_003995,NM_003995.3,73915098,NP_003986.2,4580422,ANPb,NPR2,AMDM|ANPRB|GUC2B|GUCY2B|NPRB|NPRBi,HGNC:7944|MIM:108961|HPRD:00166,9,9p21-p12,NPR2
MAP3K5,SK225,STE,STE11,ASK,N,STE_STE11__SK225_MAP3K5,4217,NM_005923,NM_005923.3,21536459,NP_005914.1,5174547,MAP3K5,MAP3K5,ASK1|MAPKKK5|MEKK5,HGNC:6857|MIM:602448|HPRD:03904,6,6q22.33,MAP3K5
MAP3K6,SK503,STE,STE11,ASK,N,STE_STE11__SK503_MAP3K6,9064,NM_004672,NM_004672.3,45827808,NP_004663.3,45827809,MAP3K6,MAP3K6,ASK2|MAPKKK6|MGC125653|MGC20114,HGNC:6858|MIM:604468|HPRD:05126,1,1p36.11,MAP3K6
MAP3K7,SK681,STE,STE11,ASK,N,STE_STE11__SK681_MAP3K7,389840,NM_001001671,NM_001001671.2,121583541,NP_001001671.2,121583542,MAP3K7,MAP3K15,FLJ16518|bA723P2.3,HGNC:31689|HPRD:14359,X,Xp22.12,MAP3K15
MAP3K1,SK221,STE,STE11,MEKK1,N,STE_STE11__SK221_MAP3K1,4214,XM_042066,XM_042066.11,113416541,XP_042066.10,113416542,MAP3K1,MAP3K1,MAPKKK1|MEKK|MEKK1,HGNC:6848|MIM:600982,5,5q11.2,MAP3K1
MAP3K8,SK573,STE,STE11,MEKK15,N,STE_STE11__SK573_MAP3K8,80122,NM_025052,NM_025052.3,68077163,NP_079328.3,68077164,MAP3K8,YSK4,FLJ23074|RCK,HGNC:26249|HPRD:08016,2,2q21.3,YSK4
MAP3K3,SK223,STE,STE11,MEKK2,N,STE_STE11__SK223_MAP3K3,4215,NM_002401,NM_002401.3,42794764,NP_002392.2,42794765,MAP3K3,MAP3K3,MAPKKK3|MEKK3,HGNC:6855|MIM:602539|HPRD:03965,17,17q23.3,MAP3K3
MAP3K2,SK222,STE,STE11,MEKK2,N,STE_STE11__SK222_MAP3K2,10746,NM_006609,NM_006609.3,85838510,NP_006600.3,85838511,MAP3K2,MAP3K2,MEKK2|MEKK2B,HGNC:6854|MIM:609487|HPRD:10068,2,2q14.3,MAP3K2
MAP3K4,SK224,STE,STE11,MEKK4,N,STE_STE11__SK224_MAP3K4,4216,NM_005922,NM_005922.2,55956903,NP_005913.2,55956904,MAP3K4,MAP3K4,FLJ42439|KIAA0213|MAPKKK4|MEKK4|MTK1|PRO0412,HGNC:6856|MIM:602425|HPRD:03886,6,6q26,MAP3K4
OSR1,SK428,STE,STE20,FRAY,N,STE_STE20_FRAY_SK428_OSR1,9943,NM_005109,NM_005109.2,75709206,NP_005100.1,4826878,OSR1,OXSR1,KIAA1101|OSR1,HGNC:8508|MIM:604046|HPRD:06809,3,3p22-p21.3,OXSR1
STLK3,SK432,STE,STE20,FRAY,N,STE_STE20_FRAY_SK432_STLK3,27347,NM_013233,NM_013233.2,115430251,NP_037365.2,115430252,STLK3,STK39,DCHT|DKFZp686K05124|PASK|SPAK,HGNC:17717|MIM:607648|HPRD:09627,2,2q24.3,STK39
GCK,SK048,STE,STE20,KHS,N,STE_STE20_KHS_SK048_GCK,5871,NM_004579,NM_004579.2,22035599,NP_004570.2,22035600,GCK,MAP4K2,BL44|GCK|RAB8IP,HGNC:6864|MIM:603166|HPRD:04408,11,11q13,MAP4K2
KHS2,SK427,STE,STE20,KHS,N,STE_STE20_KHS_SK427_KHS2,8491,NM_003618,NM_003618.2,15451901,NP_003609.2,15451902,KHS2,MAP4K3,GLK|MAPKKKK3|RAB8IPL1,HGNC:6865|MIM:604921|HPRD:05373,2,2p22.1,MAP4K3
KHS1,SK191,STE,STE20,KHS,N,STE_STE20_KHS_SK191_KHS1,11183,NM_006575,NM_006575.3,38570133,NP_006566.2,14589909,KHS1,MAP4K5,GCKR|KHS|KHS1|MAPKKKK5,HGNC:6867|MIM:604923|HPRD:05374,14,14q11.2-q21,MAP4K5
HPK1,SK170,STE,STE20,KHS,N,STE_STE20_KHS_SK170_HPK1,11184,NM_007181,NM_007181.4,110611904,NP_009112.1,6005810,HPK1,MAP4K1,HPK1,HGNC:6863|MIM:601983|HPRD:03583,19,19q13.1-q13.4,MAP4K1
HGK,SK437,STE,STE20,MSN,N,STE_STE20_MSN_SK437_ZC1,9448,NM_145686,NM_145686.2,46249360,NP_663719.1,22035604,HGK,MAP4K4,FLH21957|FLJ10410|FLJ20373|FLJ90111|HGK|KIAA0687|NIK,HGNC:6866|MIM:604666|HPRD:05235,2,2q11.2-q12,MAP4K4
TNIK,SK438,STE,STE20,MSN,N,STE_STE20_MSN_SK438_ZC2,23043,NM_015028,NM_015028.1,55741806,NP_055843.1,55741807,TNIK,TNIK,AD 2,HGNC:30765|MIM:610005|HPRD:18206,3,3q26.2-q26.31,TNIK
NRK,SK440,STE,STE20,MSN,N,STE_STE20_MSN_SK440_ZC4,203447,NM_198465,NM_198465.2,118600962,NP_940867.2,118600963,NRK,NRK,DKFZp686A17109|FLJ16788|MGC131849|NESK,HGNC:25391|HPRD:14841,X,Xq22.3,NRK
MINK,SK439,STE,STE20,MSN,N,STE_STE20_MSN_SK439_ZC3,50488,NM_170663,NM_170663.3,117189944,NP_733763.1,24850117,MINK,MINK1,B55|MAP4K6|MGC21111|MINK|YSK2|ZC3|hMINK|hMINKbeta,HGNC:17565|MIM:609426|HPRD:11366,17,17p13.2,MINK1
MST2,SK245,STE,STE20,MST,N,STE_STE20_MST_SK245_MST2,6788,NM_006281,NM_006281.2,103471998,NP_006272.2,103471999,MST2,STK3,FLJ90748|KRS1|MST2,HGNC:11406|MIM:605030|HPRD:05433,8,8q22.2,STK3
MST1,SK244,STE,STE20,MST,N,STE_STE20_MST_SK244_MST1,6789,NM_006282,NM_006282.2,38327560,NP_006273.1,5454096,MST1,STK4,DKFZp686A2068|KRS2|MST1|YSK3,HGNC:11408|MIM:604965|HPRD:05395,20,20q11.2-q13.2,STK4
MYO3A,SK636,STE,STE20,NinaC,N,STE_STE20_NinaC_SK636_MYO3A,53904,NM_017433,NM_017433.3,29544752,NP_059129.2,24586657,MYO3A,MYO3A,DFNB30,HGNC:7601|MIM:606808|HPRD:06008,10,10p11.1,MYO3A
MYO3B,SK583,STE,STE20,NinaC,N,STE_STE20_NinaC_SK583_MYO3B,140469,NM_138995,NM_138995.1,20428778,NP_620482.1,20428779,MYO3B,MYO3B,-,HGNC:15576|MIM:610040|HPRD:17623,2,2q31.1-q31.2,MYO3B
PAK1,SK267,STE,STE20,PAKA,N,STE_STE20_PAKA_SK267_PAK1,5058,NM_002576,NM_002576.3,42794768,NP_002567.3,42794769,PAK1,PAK1,MGC130000|MGC130001|PAKalpha,HGNC:8590|MIM:602590|HPRD:03995,11,11q13-q14,PAK1
PAK2,SK268,STE,STE20,PAKA,N,STE_STE20_PAKA_SK268_PAK2,5062,NM_002577,NM_002577.3,45827795,NP_002568.2,32483399,PAK2,PAK2,PAK65|PAKgamma,HGNC:8591|MIM:605022|HPRD:05428,3,3q29,PAK2
PAK3,SK269,STE,STE20,PAKA,N,STE_STE20_PAKA_SK269_PAK3,5063,NM_002578,NM_002578.2,46249379,NP_002569.1,4505601,PAK3,PAK3,CDKN1A|MRX30|MRX47|OPHN3|PAK3beta|bPAK|hPAK3,HGNC:8592|MIM:300142|HPRD:02142,X,Xq22.3-q23,PAK3
PAK4,SK430,STE,STE20,PAKB,N,STE_STE20_PAKB_SK430_PAK4,10298,NM_005884,NM_005884.3,62422555,NP_005875.1,5031975,PAK4,PAK4,-,HGNC:16059|MIM:605451|HPRD:05675,19,19q13.2,PAK4
PAK6,SK429,STE,STE20,PAKB,N,STE_STE20_PAKB_SK429_PAK6,56924,NM_020168,NM_020168.3,21536446,NP_064553.1,9910476,PAK6,PAK6,PAK5,HGNC:16061|MIM:608110|HPRD:06426,15,15q14,PAK6
PAK5,SK510,STE,STE20,PAKB,N,STE_STE20_PAKB_SK510_PAK5,57144,NM_177990,NM_177990.1,29826328,NP_817127.1,29826329,PAK5,PAK7,KIAA1264|MGC26232|PAK5,HGNC:15916|MIM:608038|HPRD:06423,20,20p12,PAK7
LOK,SK426,STE,STE20,SLK,N,STE_STE20_SLK_SK426_LOK,6793,NM_005990,NM_005990.2,47271450,NP_005981.2,47271451,LOK,STK10,LOK|PRO2729,HGNC:11388|MIM:603919|HPRD:06796,5,5q35.1,STK10
SLK,SK348,STE,STE20,SLK,N,STE_STE20_SLK_SK348_SLK,9748,NM_014720,NM_014720.2,41281452,NP_055535.2,41281453,SLK,SLK,KIAA0204|MGC133067|STK2|bA16H23.1|se20-9,HGNC:11088|HPRD:11585,10,10q25.1,SLK
STLK6,SK434,STE,STE20,STLK,N,STE_STE20_STLK_SK434_STLK6,55437,NM_018571,NM_018571.4,21359970,NP_061041.2,13027388,STLK6,ALS2CR2,CALS-21|ILPIP|ILPIPA|MGC102916|PAPK|PRO1038,HGNC:13205|MIM:607333|HPRD:09546,2,2q33-q34,ALS2CR2
STLK5,SK433,STE,STE20,STLK,N,STE_STE20_STLK_SK433_STLK5,92335,NM_001003787,NM_001003787.1,51242954,NP_001003787.1,51242955,STLK5,LYK5,FLJ90524|STRAD,MIM:608626|HPRD:14332,17,17q23.3,-
TAO2,SK362,STE,STE20,TAO,N,STE_STE20_TAO_SK362_TAO2,9344,NM_004783,NM_004783.2,45505128,NP_004774.1,4759208,TAO2,TAOK2,KIAA0881|MAP3K17|PSK|PSK1|TAO1|TAO2,HGNC:16835|HPRD:18147,16,16p11.2,TAOK2
TAO3,SK435,STE,STE20,TAO,N,STE_STE20_TAO_SK435_TAO3,51347,NM_016281,NM_016281.2,19923463,NP_057365.2,19923464,TAO3,TAOK3,DKFZp666H245|DPK|FLJ31808|JIK|MAP3K18,HGNC:18133|HPRD:11620,12,12q,TAOK3
TAO1,SK436,STE,STE20,TAO,N,STE_STE20_TAO_SK436_TAO1,57551,NM_020791,NM_020791.1,45439369,NP_065842.1,45439370,TAO1,TAOK1,FLJ14314|KIAA1361|MAP3K16|MARKK|PSK2,HGNC:29259|MIM:610266|HPRD:15467,17,17q11.2,TAOK1
MST3,SK246,STE,STE20,YSK,N,STE_STE20_YSK_SK246_MST3,8428,NM_001032296,NM_001032296.2,110349737,NP_001027467.2,110349738,MST3,STK24,MST-3|MST3|MST3B|STK3,HGNC:11403|MIM:604984|HPRD:10385,13,13q31.2-q32.3,STK24
YSK1,SK395,STE,STE20,YSK,N,STE_STE20_YSK_SK395_YSK1,10494,NM_006374,NM_006374.3,34147665,NP_006365.2,21361358,YSK1,STK25,DKFZp686J1430|SOK1|YSK1,HGNC:11404|MIM:602255|HPRD:03770,2,2q37.3,STK25
MST4,SK431,STE,STE20,YSK,N,STE_STE20_YSK_SK431_MST4,51765,NM_016542,NM_016542.3,109633024,NP_057626.2,15011880,MST4,RP6-213H19.1,MASK|MST4,MIM:300547|HPRD:06663,X,Xq26.2,-
MAP2K1,SK217,STE,STE7,MEK1,N,STE_STE7__SK217_MAP2K1,5604,NM_002755,NM_002755.2,14589898,NP_002746.1,5579478,MAP2K1,MAP2K1,MAPKK1|MEK1|MKK1|PRKMK1,HGNC:6840|MIM:176872|HPRD:01469,15,15q22.1-q22.33,MAP2K1
MAP2K2,SK218,STE,STE7,MEK1,N,STE_STE7__SK218_MAP2K2,5605,NM_030662,NM_030662.2,21614527,NP_109587.1,13489054,MAP2K2,MAP2K2,MAPKK2|MEK2|MKK2|PRKMK2,HGNC:6842|MIM:601263|HPRD:03164,19,19p13.3,MAP2K2
MAP2K3,SK238,STE,STE7,MEK3,N,STE_STE7__SK238_MAP2K3,5606,NM_145109,NM_145109.2,117306180,NP_659731.1,21618349,MAP2K3,MAP2K3,MAPKK3|MEK3|MKK3|PRKMK3,HGNC:6843|MIM:602315|HPRD:03816,17,17q11.2,MAP2K3
MAP2K6,SK220,STE,STE7,MEK3,N,STE_STE7__SK220_MAP2K6,5608,NM_002758,NM_002758.3,90577186,NP_002749.2,14589900,MAP2K6,MAP2K6,MAPKK6|MEK6|MKK6|PRKMK6|SAPKK3,HGNC:6846|MIM:601254|HPRD:03155,17,17q24.3,MAP2K6
MAP2K4,SK239,STE,STE7,MEK4,N,STE_STE7__SK239_MAP2K4,6416,NM_003010,NM_003010.2,24497520,NP_003001.1,4506889,MAP2K4,MAP2K4,JNKK|JNKK1|MAPKK4|MEK4|MKK4|PRKMK4|SEK1|SERK1,HGNC:6844|MIM:601335|HPRD:03213,17,17p11.2,MAP2K4
MAP2K5,SK219,STE,STE7,MEK5,N,STE_STE7__SK219_MAP2K5,5607,NM_002757,NM_002757.2,21729893,NP_002748.1,4506101,MAP2K5,MAP2K5,HsT17454|MAPKK5|MEK5|PRKMK5,HGNC:6845|MIM:602520|HPRD:03951,15,15q23,MAP2K5
MAP2K7,SK230,STE,STE7,MEK7,N,STE_STE7__SK230_MAP2K7,5609,NM_145185,NM_145185.2,40806198,NP_660186.1,21735544,MAP2K7,MAP2K7,Jnkk2|MAPKK7|MKK7|PRKMK7,HGNC:6847|MIM:603014,19,19p13.3-p13.2,MAP2K7
COT,SK093,STE,STE-Unique,,N,STE_STE-Unique__SK093_COT,1326,NM_005204,NM_005204.2,22035597,NP_005195.2,22035598,COT,MAP3K8,COT|EST|ESTF|FLJ10486|TPL2|Tpl-2|c-COT,HGNC:6860|MIM:191195|HPRD:01863,10,10p11.23,MAP3K8
NIK,SK253,STE,STE-Unique,,N,STE_STE-Unique__SK253_NIK,9020,NM_003954,NM_003954.2,115298644,NP_003945.2,115298645,NIK,MAP3K14,FTDCR1B|HS|HSNIK|NIK,HGNC:6853|MIM:604655|HPRD:05230,17,17q21,MAP3K14
ABL1,SK006,TK,Abl,,N,TK_Abl__SK006_ABL,25,NM_005157,NM_005157.3,62362413,NP_005148.2,62362414,ABL,ABL1,ABL|JTK7|c-ABL|p150|v-abl,HGNC:76|MIM:189980|HPRD:01809,9,9q34.1,ABL1
ABL2,SK037,TK,Abl,,N,TK_Abl__SK037_ARG,27,NM_007314,NM_007314.1,6382061,NP_009298.1,6382062,ARG,ABL2,ABLL|ARG,HGNC:77|MIM:164690|HPRD:01259,1,1q24-q25,ABL2
ACK,SK009,TK,Ack,,N,TK_Ack__SK009_ACK,10188,NM_001010938,NM_001010938.1,58331190,NP_001010938.1,58331191,ACK,TNK2,ACK|ACK1|FLJ44758|FLJ45547|p21cdc42Hs,HGNC:19297|MIM:606994|HPRD:06104,3,3q29,TNK2
TNK1,SK375,TK,Ack,,N,TK_Ack__SK375_TNK1,8711,NM_003985,NM_003985.1,4507610,NP_003976.1,4507611,TNK1,TNK1,MGC46193,HGNC:11940|MIM:608076|HPRD:09730,17,17p13.1,TNK1
ALK,SK024,TK,ALK,,N,TK_Alk__SK024_ALK,238,NM_004304,NM_004304.3,29029631,NP_004295.2,29029632,ALK,ALK,CD246|TFG/ALK,HGNC:427|MIM:105590|HPRD:00104,2,2p23,ALK
