all_gene1	three_prime_partners	num_three_prime_partners	five_prime_TCGA_Projects
ZDHHC17	MALRD1:MMP27:ANO4:RNFT2:LINC02408:RAB3IP:MYRFL:GLIPR1L1:SYT1:METTL25:NCR2	11	SARC:OV:LUAD:SKCM
PRMT3	MALRD1:TCN1	2	SKCM:LUSC
MSRB2	MALRD1	1	BRCA
MYPN	PLXDC2	1	SARC
SPAG6	PLXDC2	1	BLCA
GGNBP2	NEBL:ZDHHC16:ZMAT4	3	CESC:THCA:BLCA
ITSN1	NEBL:HNRNPUL1:CHODL-AS1:CHODL:MAP3K7CL:MRAP:LINC00945:IFNGR2:CLDN14:TMPRSS3	10	LUAD:SARC:LGG:HNSC:THYM:STAD:BRCA:ESCA
MALRD1	SKIDA1	1	GBM
NEBL	SKIDA1:TMEM26:ZNHIT3:ZNF337-AS1:FBXO11:MSC-AS1	6	BRCA:CESC:LUAD
KMT2A	MLLT10:ATP5L:IGHMBP2:ZDHHC7:ELL:FYN:AFDN:MLLT3	8	LAML:LIHC:SKCM:LGG:LUAD
PICALM	MLLT10:AP002495.2:PPME1:ME3:MEG3	5	LAML:BRCA:LGG:OV:LUSC:STAD
XPO1	MLLT10:HORMAD1:C2orf74:FAM161A:CCT4:TARS	6	COAD:BRCA:BLCA:OV:HNSC:ESCA
FGFR3	MLLT10:AC008481.3:AES:FBXO28:TACC3	5	OV:LGG:PRAD:CESC:LUSC:BLCA:ESCA:HNSC:GBM:KIRP:STAD:LIHC
TAF3	DNAJC1:AL358234.1:SVIL:KCNMA1:APP:ZDHHC14	6	LUAD:STAD:SKCM:BLCA:THCA
ZNF462	DNAJC1:ZBED2:TBCA	3	BRCA:SARC:BLCA
APBB1IP	DNAJC1	1	SKCM
GNA13	BMI1:COMMD3-BMI1:SLC39A11:MXRA7:ASPSCR1:TOM1:NR3C1:CCDC171	8	HNSC:READ:UCS:COAD:STAD:LGG:LUSC
HSPA12A	SPAG6	1	LGG
RIMKLB	PIP4K2A:ITFG2:CLEC4D:ELP3	4	LGG:BRCA:SKCM
XRN1	PIP4K2A:GAPLINC:SMYD3:ATR	4	BRCA:UCS:GBM:CESC:UCEC:OV
ATG7	ARMC3:BCL2L13:VGLL4:AC090952.2:CMC1:CHL1-AS1:PIGG:RSPH3	8	LUSC:UCEC:OV:SARC:HNSC:ESCA
CD81	ARMC3	1	UCS
ARHGAP21	MSRB2:PRTFDC1	2	STAD:ESCA
HSPA14	C10orf67:LINC00856:MRPS35	3	CESC:UCS:BRCA
KIAA1217	C10orf67:ZEB1:AC093157.1:MYT1L-AS1:LPP:AC104212.3	6	SKCM:OV:BRCA:LUSC
SVIL	KIAA1217:AC026391.1:TAF3	3	SARC:PRAD:STAD
GPR158	KIAA1217:MYO16	2	SKCM:BRCA
THNSL1	KIAA1217	1	SARC
PIP4K2A	ARHGAP21:IGFBP7-AS1:AC114316.2	3	KIRC:LGG:LUAD
FOXP2	ENKUR:EPM2A:CAV2:ST7-AS2:CFTR:AC078845.1	6	PRAD:SARC:KIRP
PRTFDC1	GPR158-AS1:PTCHD3	2	ESCA:LUSC:STAD
LDLRAD3	GPR158-AS1:ELP4:DEPDC7:CD44:TRIM44:TM7SF3:VWA5B2:SNCB	8	BRCA:SARC:LUAD:SKCM:LUSC
DCAF12	AL713851.1	1	OV
NCOA2	AL713851.1:DCUN1D5:SGSM3:RHOA:NCALD:ZFPM2-AS1:FAM49B:LEPROTL1:NRG1:EIF4EBP1:ST18:ALKAL1:AC022639.1:ARFGEF1:TRAM1:XKR9:STAU2-AS1:LINC00534	18	OV:HNSC:PRAD:BRCA:SARC:UCEC:LUAD:SKCM:BLCA:STAD:ESCA
SEC61A2	LINC00836	1	LUSC
FRMD4A	APBB1IP:OR13A1:TMEM45B:ADGRF1	4	SKCM:LGG:OV
WAC	APBB1IP	1	BRCA
MASTL	PDSS1	1	CESC
STARD3NL	ABI1	1	LGG
FAM208B	ABI1:NET1:ABCB9:OAZ1	4	BRCA:OV:SARC
MYH11	YME1L1:TUBA1B:NDE1:CST3:AP000688.1	5	CESC:STAD:KIRP:SARC:LUSC
CDC123	RAB18:HK1	2	STAD:MESO
ACTR10	MKX	1	SARC
CLPB	ARMC4:TMEM134:SHANK2:FOLR3:PDE2A:C2CD3:MTUS2:GOLGA8B:PTPN1:KIAA2026	10	BRCA:ESCA:SKCM
AC011603.3	MPP7:B2M	2	OV:LUSC
ITGB5	AL358234.1:WAC-AS1:PARP14:SLC12A8:ZNF148:PDLIM5:HDAC9:FGL1	8	BRCA:UCEC:STAD:OV:HNSC
CREBBP	WAC-AS1:NUBP1:IFT140:LUC7L:CASKIN1:SRRM2:ELOB:PRSS33:ADCY9:TFAP4:ZNF500:WRAP53:RANBP3:HCN1:ATG10:KAT6A	16	OV:BRCA:UCEC:LUAD:BLCA:LGG:LUSC:ESCA:SARC:HNSC:LAML
MLLT10	WAC:MINPP1:PPP2R1B:PICALM:SLC16A1:SNTG1	6	LGG:LIHC:LAML:SKCM:BRCA
AKR1E2	WAC	1	BRCA
TXNDC11	BAMBI:RORA:ZC3H7A:BCAR4:GSPT1:NPIPB2:SRRM2-AS1:NANOS3:LINC01132:CIB4	10	ACC:LUAD:BRCA:LUSC:ESCA:MESO:STAD:OV:LIHC:KIRC
ZMYND11	LYZL1:PCDH15:CDH18	3	PRAD:STAD:BLCA
SVIL-AS1	LYZL1:WDFY4:TPCN2	3	KIRC:HNSC:SARC
SNHG7	SVIL-AS1:MCM6	2	STAD:LUAD
KIF5B	SVIL:EPC1:HHAT:HPS4:MET	5	LGG:ESCA:PRAD:BRCA:LUAD
MRPL10	MTPAP	1	BLCA
MAP3K8	LYZL2:MROH2B	2	SKCM:LUAD
FBXO28	LYZL2	1	HNSC
BICD1	ZNF438:LDLRAD3:BORCS5:SOX5:DENND5B:KIAA1551:OS9:GAS7:NAPB:CDK6:DANT2	11	LGG:OV:TGCT:STAD:UCS:SARC:LUAD
ZEB1	ZNF438:SYT1	2	STAD:SARC
YME1L1	ZNF438:SLC35D2	2	OV:BRCA
ZEB1-AS1	ZEB1	1	STAD
HHAT	KIF5B:RFWD2:SERTAD4:DESI2	4	PRAD:BRCA:LUSC
ZNF143	CCDC7:TMEM41B:GLMN	3	SKCM:LUAD:STAD
ASCC1	CCDC7:CDH23:DNAJB12:MICU1:P4HA1	5	UCS:STAD:PCPG:BRCA:CESC
WAPL	AL121748.2:MMRN2	2	LUAD:LIHC
LINC00704	NRP1	1	LUSC
UBE2L3	AL117338.1:LLGL2:BID:AC007731.4:YPEL1:HORMAD2:APOL1	7	HNSC:UCEC:COAD:BLCA:LUAD:UCS
SMIM29	PARD3	1	OV
ZNF33A	PARD3:AL392046.1	2	LGG:PRAD
NRP1	PARD3:CUL2:PTEN	3	KICH:LGG:PRAD
TSPAN14	PARD3:SFTPD:DYDC2:FAM213A:IFIT1	5	LUSC:BRCA:LUAD:STAD:OV
BTAF1	PARD3:HECTD2:HOGA1:PTPRR:CDC42SE1	5	OV:STAD:SARC:PRAD
ANK3	PARD3:WDFY4:CDK1:ATAD1:ACTA2:AC025419.1:SP2:CHN2:USP9Y	9	OV:BRCA:COAD:BLCA:PRAD
NCKAP1	PARD3:LYPD6B	2	HNSC:PRAD
PDZD2	PARD3:GOLPH3:COL27A1	3	ESCA:OV:LUAD
NCF2	AL392046.1:PAPPA2	2	HNSC:LIHC
KLF6	CREM	1	OV
SETD7	CREM:ACAD11:NPY5R	3	LGG:SARC:SKCM
WARS	CCNY:AL365295.1:FAM167A-AS1:EPB41L4B	4	THCA:UCEC:LUAD:STAD
MBOAT2	CCNY:YWHAE:ADI1:ARHGAP25:BRAT1:IGSF1	6	ACC:OV:PRAD:BRCA:UCEC
URI1	ZNF33A:CHD4:AC006504.5:AC006504.7:AC005394.2:AC008991.1:LINC01532:VSTM2B:PLEKHF1:C19orf12:PDCD5:RHPN2:WDR88:PEPD:RYR1:IFNL1:XRCC1:FOXA3:LINC00466:FOXD3-AS1:KCNIP4:SLC35F1:TYW1B:EIF3H	24	BLCA:SARC:OV:BRCA:LUSC:LUAD:STAD:ESCA:PRAD:LIHC:UCEC:TGCT
C16orf52	LINC00839	1	BRCA
CCDC6	RET:UBE2D1:ANK3:RCC1:LIPI	5	THCA:BRCA:OV:UCEC:LUAD
DLG5	RET:PCDH15:ANAPC16:AC024603.1:POLR3A:AC123567.2	6	THCA:BRCA:STAD:OV
ERC1	RET:RTKN2:HEBP1:PIK3C2G:AC087241.1:AC005842.1:LINC02354:VWF:LINC02384:WNK1:RAD52:METTL4:ZNF492:TOMM34:MRPS9:UTRN	16	BRCA:THCA:OV:HNSC:SARC:KIRP:LUAD:LUSC:UCEC:ESCA:SKCM
AKAP13	RET:CASC4:RFX7:INTS14:NOX5:AC027237.3:ABHD17C:SEC11A:PDE8A:CHD2:LINC02251:MYL5:PSMB1:MUSK	14	THCA:MESO:HNSC:OV:LUAD:LUSC:LIHC:BRCA:STAD
TRIM33	RET:CSDE1:SYCP1:SHC1:CSMD2:BCAR3	6	LUAD:ESCA:BRCA:PRAD:OV:PCPG:LUSC:READ
SPECC1L	RET:RAD51B:TMEM62:HACD3:TM6SF1:ZNF652:NELFCD:CDH4:MED15:SMARCB1:CABIN1:MKL1:XPNPEP3:PPP6R2:CPNE4:LINC00964:SQLE	17	THCA:LIHC:OV:UCEC:SARC:BRCA:SKCM:STAD:COAD:LUAD:GBM:PRAD
TBL1XR1	RET:CACNA1C:MIPEP:STAT3:ROCK1:MAST3:TP73:MAST2:ADAM33:ATG7:LXN:IQCJ-SCHIP1:NAALADL2-AS3:LINC00501:AC117465.1:LINC00578:KCNMB2-AS1:PIK3CA:USP13:PEX5L-AS1:PEX5L-AS2:DCUN1D1:MCF2L2:LINC02054:AC107294.2:CTNNB1:DHX30:C7orf72:KIAA1456	29	THCA:BRCA:OV:READ:STAD:DLBC:PRAD:ACC:BLCA:LUSC:UCEC:HNSC:KIRC:ESCA
TRIM27	RET	1	THCA
ZNF487	CSGALNACT2:FXYD4	2	STAD:BRCA
SAR1A	HNRNPF:NPFFR1:LRRC20:NODAL:CDK12	5	SKCM:LUAD:BRCA:OV
KLHL1	HNRNPF	1	SARC
HNRNPF	ZNF239:ATAD1:ZNF569	3	BRCA:OV
ARHGAP12	LINC00703:DESI1	2	OV:BRCA
AL359878.1	LINC00703	1	LUAD
MRC1	ALOX5	1	LIHC
MARCH8	ZFAND4:AC006504.2:DEFB119:NCAM2	4	OV:LUSC:LGG:SARC
GPRIN2	TIMM23	1	OV
HPSE2	TIMM23	1	ESCA
RET	NCOA4:MRLN:ANK3:LINC01876:LINC00578	5	THCA:OV
ANKRD22	MSMB:LRRTM3	2	PRAD
SNX8	BX547991.1:CHST12:KDELR2	3	LIHC:UCS:LUSC
PARG	FRMPD2:NCAM2	2	SARC:OV
EPC1	AKR1E2:GATA3:ZIC5:PTGR2:L3MBTL4:ARHGAP28:QPCT	7	ESCA:OV:BRCA:HNSC
COG6	MAPK8:DNAJC15:DLEU1:NDFIP2-AS1:GPC5	5	BRCA:PRAD:BLCA:LIHC
MICU1	ARHGAP22:TSPAN15:ANXA7:ZNF503-AS1:NRG3:TSPAN3	6	BRCA:OV:BLCA
VSTM4	DRGX:SCIMP	2	HNSC:OV
SLC25A16	DRGX:NDUFA9	2	SKCM:LUSC
FAM83G	ERCC6:TRIM16:TTC19:GRAP:B9D1	5	LIHC:LUAD:BRCA:HNSC:ESCA
CPNE1	ERCC6:LPO:MROH8:GNAS:ZNF618:DMD	6	BRCA:READ:LUAD
RBM17	AL391427.1:FAM208B:PSAP:PRKACB	4	ESCA:STAD:BLCA:HNSC
SCARB2	SGMS1:NIPSNAP1:AREG:STAU2	4	ACC:LIHC:LUAD:BRCA
GLRX3	SGMS1:LRMDA	2	ESCA:BRCA
IDI1	AKR1C3	1	LUAD
SEL1L	AL731537.1:CHURC1:ANGEL1:LINC02330:HOXB7:MIOS	6	PRAD:SARC:OV
CDC42BPA	PRKG1:AC027279.2:WWOX:EPRS:C5	5	HNSC:BLCA:BRCA:LUAD
TIMM23	PRKG1	1	LGG
CCDC40	PRKG1:TMC8:ANAPC11	3	SARC:STAD:BRCA
TBX15	PRKG1-AS1:FMN2	2	SARC
FMN1	AC074327.1:APAF1:SNRPN:TRPM1:AVEN:SNAP23:KANSL1:UBALD2:COL22A1	9	SKCM:STAD:LUAD:COAD
ECD	PCDH15:MRPS16	2	LUSC:LIHC
TARSL2	NET1	1	SARC
FBXO11	NET1:DTNA:RMDN2-AS1	3	ESCA:OV:PRAD
ATP11B	NET1:CARS:NAALADL2:KCNMB2-AS1:CCDC39:FXR1:AC125613.1:SOX2-OT:SOX2OT_exon4:MCF2L2:MAP3K13:LPP-AS1:TPRG1:P3H2:IL1RAP:TFRC:MED10:HECW1:PCAT1	19	BLCA:PRAD:HNSC:LUAD:SARC:LUSC:GBM:CESC:BRCA
ZNF83	PCDH15:LIPE-AS1:TARM1:ZNF471	4	BRCA:CESC:OV:SARC
EIF3B	GDI2:KCTD5:LYPD8:C3orf33	4	SARC:STAD:ESCA:BRCA
PFKP	GDI2:CAMK2G:PSG1	3	STAD:BLCA
PFKFB3	GDI2:FBXO18:RBM17:ZNF831:PALM2-AKAP2	5	BLCA:PAAD:BRCA:SARC:SKCM
MAD1L1	GDI2:FAM32A:EIF3B:GNA12:CARD11:AC073316.3:PRKAR1B	7	STAD:SKCM:COAD:ESCA:LUAD:UCEC
GNE	BICC1:BORCS5:ERP27:ROCK1:UBE2R2	5	SKCM:ESCA:BRCA:LUSC:STAD
TMEM67	BICC1:TNFRSF11B	2	STAD:ESCA
PHYHIPL	LINC00844	1	LUAD:UCEC
DHRS13	LINC00844	1	GBM
FAM13C	PHYHIPL:ZNF365:S100P	3	LGG:BLCA:PRAD
BMS1	PHYHIPL:PLEKHA7	2	PRAD:BRCA
NIPSNAP2	PHYHIPL:HDAC9:PSPH	3	PRAD:BRCA:LUSC
MRC2	PHYHIPL:RND2:VMP1	3	PRAD:GBM:LUSC
KDM4B	PHYHIPL:SBNO2:AKAP8L:UBA52:SLC25A42:ATCAY:MPND:UBXN6:UHRF1:AC083973.1:SNTG1:ASTN2	12	PCPG:LGG:LUAD:BRCA:SKCM:PRAD:OV:GBM
TIMM23B	FAM13C	1	SARC
SLC9A3R1	FBXO18:TTYH2:NR2C2:LINC02233	4	PRAD:LUAD:BRCA
CSGALNACT2	SLC16A9	1	THCA
SLC16A9	CCDC6:ANK3:ADK:CHSY1	4	ESCA:OV:BRCA:SARC
HERC4	CCDC6:PBLD:RUFY2:CDKAL1	4	STAD:BRCA:BLCA:LUSC
KDM3A	AL592430.1:RFX8:LTBP1:CRIM1:SUCLG2	5	BRCA:OV:KIRP
TFAM	ANK3	1	BRCA
GDI2	IL2RA:ZNF526:AL390729.1:CPVL	4	STAD:BLCA:LUAD:LGG
KIAA0930	ANK3:SMC1B	2	BRCA:CESC
TRAPPC8	ANK3:SS18:GAREM1	3	LUAD:BRCA:LGG
AC010997.2	ANK3	1	BRCA
TOM1L2	ANK3:COX10-AS1:AC005863.1:ATPAF2:AC087164.1:ULK2:AC005562.1:PECAM1:NXN:AC022858.1:NUP214	11	BRCA:SARC:LUAD:BLCA:HNSC:PCPG:PRAD:STAD
MCOLN2	CDK1	1	LUAD
PAK1	LINC00845:ARHGAP42:PDGFD:CWF19L2:RAD9A:SHANK2:AP001972.4:EMSY:MYO7A:AAMDC:INTS4:NDUFC2-KCTD14:KCTD14:THRSP:KCTD21:GAB2:NARS2:AC023906.2:ARHGEF18:CNIH4:LNP1	21	BRCA:SKCM:ESCA:STAD:OV:PRAD:HNSC:LUAD:LUSC
SYNE2	AL157395.1:KIAA0391:MIPOL1:GEMIN2:RTN1:ESR2:AL049869.3:ACTN1:ITPK1:ATG2B	10	OV:BRCA:ESCA:LUAD:CHOL:HNSC:BLCA
ELOVL5	PFKFB3:CRYL1:GLO1	3	KIRP:PRAD:OV
DIP2C	RTKN2:LARP4B:YY1:ORC4:AC072022.2	5	UCS:SKCM:OV:BRCA:SARC:LUSC
KCNMB4	RTKN2:MUC19:MSRB3:GLIPR1L2:AC129492.4	5	PRAD:SARC:BLCA
REEP3	RTKN2:NRBF2	2	ESCA:THCA
ADAMTS17	RTKN2:CERS3:AC090164.4:SLC12A1:AKAP13:LRRC28:NCF4:PCDHA12:LPAR1	9	PRAD:LUSC:LIHC:SARC:SKCM:BRCA:GBM
CCNK	ZNF365:CCDC171	2	SARC:BRCA
JMJD1C	NRBF2:CTNNA3:ZMIZ1:LIPJ:LIPF:AC025580.2:RPL5:YWHAZ	8	GBM:OV:BRCA:PRAD
ATAD1	JMJD1C:LRMDA:KCNMA1:PAPSS2:RNLS:LIPF:ANKRD22	7	PRAD:SARC:GBM:LGG:SKCM:LUAD
PCDHGA4	JMJD1C	1	SKCM
PCDHGB3	JMJD1C	1	SKCM
PCDHGA6	JMJD1C	1	SKCM
PPIF	REEP3:SNX31	2	BRCA:BLCA
MIB1	AC022387.1:AC055736.1:GREB1L:SNRPD1:ANKRD29:CABYR:OSBPL1A:MYO5B:HLTF	9	LIHC:UCEC:STAD:BRCA:LUAD:BLCA:ESCA:COAD:SARC
GALNT2	PRKCQ:RHOU:RGS7:ZBTB18:KIF26B:AFG1L:EYS	7	BRCA:OV:SKCM:THCA:LUSC
OTUD7A	AC024600.1:FMN1:CHP1:ASCC3	4	OV:GBM:LGG
NFE2L3	PRKCQ-AS1:C16orf62:NPY:POU6F2:TPST1	5	PAAD:ESCA:SARC:HNSC
ABCC2	CTNNA3:SMIM4	2	LIHC
HK1	CTNNA3:DDX50:SOX5-AS1:UTP23	4	PRAD:BRCA:OV
PBX1	CTNNA3:DHX40:RHBG:AL138930.1:LRRC52:AL626787.1:ILDR2:SLC30A10:DISC1:LRP8:AC073082.1:COPG2	12	BRCA:OV:PRAD
VPS26A	LRRTM3:HNRNPH3:KIF1BP:AGBL4:GDAP1L1:KIF13A:ANP32B	7	OV:BLCA:ACC:PRAD:BRCA:THCA
DNAJB12	CTNNA3:SLC25A16:SH3GLB1	3	BRCA:OV
P4HA1	CTNNA3:SYNPO2L:FAM104A:ACOXL-AS1	4	PRAD:OV:STAD:KIRC
TRAK1	LINC00707:CADM1:CRNDE:RAF1:CTNNB1:FRMD4B	6	LIHC:LGG:BRCA:SKCM:BLCA:THCA
WDFY3	LINC00707:AC239584.1:HNRNPD:PLAGL1	4	BLCA:LUAD:PRAD:SARC
TET1	HNRNPH3:ASCC1:EFHC2	3	STAD:BRCA:PRAD
CCAR1	HNRNPH3:TET1:MCU:C1QTNF3-AMACR	4	UCEC:LAML:OV:STAD:PRAD
DDX50	CCAR1:STOX1	2	STAD:ESCA
ZNF423	CCAR1:NCEH1	2	UCS
DDX21	CCAR1:STOX1	2	CESC:OV
SNHG3	STOX1:ATP5C1:COPZ2:BIRC5:C1orf43:GNB1:ARHGAP15:C1QTNF3-AMACR:TBC1D7:RPS4X	10	HNSC:BRCA:ESCA:THCA:LAML:PRAD:SKCM
SUPV3L1	DDX21:VPS26A:STAU1	3	ESCA:OV:STAD
TAOK1	KIF1BP:ACER3:NCOR1:AC061975.4:PROCA1:FAM222B:FLOT2:PIPOX:CPD:CDK12:RARA:ZNF385C:C17orf105:VMP1:BCAS3:LINC01483:AC008109.1:PARD6G:PARP10:RB1CC1:AC060765.1	21	BRCA:CHOL:BLCA:STAD:UCEC:GBM:LUAD:LGG:COAD:PRAD:SARC:HNSC
HKDC1	VPS26A	1	OV
TSPAN15	VPS26A:HK1:SAMD8:AL356599.1	4	BRCA:BLCA:SARC
AP2A2	VPS26A:TOLLIP:PSMD13:KCNQ1-AS1:AC087380.1:TRIM22:PHRF1:DRD4:AC131934.1:EPS8L2:TALDO1:TSPAN4:NLRC5:PKD1L3	14	UCEC:SKCM:LUSC:LUAD:HNSC:KICH:ACC:BRCA:UCS:STAD:BLCA:LIHC
UBR1	SUPV3L1:TJP1:EPB42:ZSCAN29:TP53BP1:AC023300.2:AC048382.5	7	BRCA:STAD:SKCM:ESCA:LIHC
PCGF5	HKDC1:RPP30	2	KIRC:OV
MIRLET7BHG	HKDC1:COL4A1:MAPT-AS1:CDC42EP1:SCUBE1:FBLN1:ATXN10:WNT7B:C22orf34	9	BLCA:BRCA:PRAD:STAD:HNSC:LUSC:SKCM
IFIT5	HK1	1	COAD
TBC1D32	TSPAN15:RPF2:HBS1L	3	SARC:BRCA
APIP	C10orf35:SLC1A2:S100A13:AL162258.2	4	BRCA:CESC:PCPG
EEF2K	C10orf35:ACSM3:UQCRC2:C16orf52:LCMT1-AS1:AC004943.2:KCTD1	7	LUSC:KIRP:BRCA:OV:BLCA:PRAD:LUAD
BMPR1A	H2AFY2:LRMDA:LIPA:ENTPD1	4	UCEC:GBM:PRAD
VDAC2	TYSND1:NEO1	2	BRCA:PRAD
AIFM2	LRRC20	1	ESCA
PPA1	LRRC20:PALD1:MICU1:MGAT4C	4	BRCA:OV:LIHC
NUTM2A-AS1	NODAL	1	LUAD
SGPL1	PALD1:ADAMTS14	2	BRCA:STAD:OV
UVRAG	PCBD1:AP002989.1:TRIM29:KIRREL3:SOX6:MS4A8:OTUB1:PELI3:AP003716.1:MYEOV:AP000439.3:SHANK2:LRTOMT:FAM168A:MRPL48:KCNE3:SLCO2B1:RPS3:SERPINH1:MAP6:DGAT2:GDPD4:PAK1:INTS4:NDUFC2-KCTD14:AP003086.2:AP001528.2:RAD51B:CMPK1:PACRG:ZMAT4	31	PRAD:HNSC:OV:BRCA:KIRC:SARC:STAD:COAD:CHOL:LUAD:ESCA
HNRNPH3	SLC29A3:ATAD1	2	STAD:LUAD
ERBB2	SLC29A3:AP003419.2:CTTN:NARS2:PSMB3:ARL5C:MED1:CDK12:NEUROD2:AC087491.1:PPP1R1B:STARD3:TCAP:PNMT:PGAP3:IKZF3:MED24:KRT24:KRT10:KRT19:JUP:FKBP10:DNAJC7:ABI3:GALK1:SDF4:CNIH4:INPP5D:ZAN:TATDN1:PVT1:AL451048.1:FLNA	33	BRCA:BLCA:LUSC:ESCA:CESC:LIHC:PAAD:READ:STAD:COAD:UCEC:SARC
LTBP1	CDH23:PLB1:BIRC6:TTC27:AC079193.2	5	BRCA:BLCA
EMSY	CDH23:GAS2:LRP5:SHANK2:UVRAG:HPN-AS1:BBS9	7	PRAD:LUAD:BRCA
RPS6KB2	VSIR:PCNX3:RAD9A:PAAF1:ST3GAL2	5	BRCA:HNSC:ESCA:BLCA
SSH2	VSIR:AP005135.1:ANO1:NARS2:KLHL28:AC005703.4:TNFAIP1:EFCAB5:BLMH:CDK12:IKZF3:RUNDC3A:SLC35B1:VMP1:SLC39A11:DTD1:LBP:SUCLG1:NDUFS4:UST:ASAP1	21	SKCM:LGG:BRCA:CHOL:ESCA:CESC
PSMA3	PSAP:ACTR10:STRADA	3	OV:ESCA:LIHC:BRCA:PAAD
SUCO	SPOCK2:C12orf42:AC020637.1:AC025263.2:MYRFL:AL031275.1:DNM3:C1orf105:DENND1B:KCNK2:AC098650.1:SND1:CXorf21	13	STAD:SARC:UCEC:BRCA
SPOCK2	ASCC1:DNAJB12	2	CESC:OV
NR2C2	ASCC1:ACSS2:FGD5:COLQ:PARL	5	BRCA:OV:ESCA
TOP3A	ANAPC16:ZCCHC8:MYO18A:TEKT1	4	LIHC:BLCA:LUAD:BRCA
HNF1B	ANAPC16:AC243571.1:NOTCH1	3	KIRC:ESCA:KIRP
PSAP	DNAJB12:PCID2:SELENOS:TG	4	UCEC:ESCA:THCA
VSIR	MICU1	1	COAD
CDK8	MICU1:ATP8A2:SLC25A15:GTF2F2:NPIPB15:IKZF3:GCNT7	7	STAD:ESCA:BRCA:SARC
ANAPC16	MICU1	1	BRCA
TCEANC2	MICU1	1	READ
ENTPD5	MICU1:AL355922.5:NUBPL:ALDH6A1:TSHR:BAG1	6	LIHC:OV:BLCA:LUAD:SARC:PRAD
MMS19	MICU1	1	HNSC
DIS3L2	MICU1:NBAS:UBE2E3:FAM124B:SPHKAP:SP100:SPATA3:COPS7B:AGAP1:DNM1	10	UCEC:GBM:BRCA:LUSC:LIHC:ESCA:STAD:PRAD
RAPGEF1	MCU:WDR83:CPNE5:MAPKAP1:ASB6:MED27:TTF1:REXO4:SEC16A	9	LUSC:STAD:UCEC:OV:LUAD:SARC:LGG
LINC00662	SFMBT2:AC005394.1	2	ESCA:LUSC
Z98884.1	OIT3	1	STAD
MPRIP	P4HA1:PAK1:OAZ2:UBB:COPS3:TOM1L2:AC003098.1:HOXB13:AC007114.1:AC002091.1:AK5:TRAT1	12	SKCM:SARC:STAD:KIRP:BLCA:UCS:LUSC
MRPS16	CFAP70:USP54	2	SKCM:BLCA:BRCA:CHOL:ESCA:LGG:MESO:PCPG:PRAD:THCA:COAD
DNAJC9	CFAP70	1	BRCA
ZSWIM8	AL512656.1	1	PRAD
ZNF503-AS1	AL512656.1	1	ESCA
SEC24C	PPP3CB-AS1	1	OV
SHMT1	SYNPO2L	1	OV
NKRF	AC073389.2:UBE2A	2	BRCA
NDST2	ZSWIM8:AC020558.1	2	BRCA:UCEC
KLF12	CAMK2G:SMIM2-AS1	2	SARC:KICH
SPG11	CAMK2G:CD9:JMJD7:PATL2	4	BRCA:LUSC:HNSC:OV
PPP3CB	CAMK2G:VMP1	2	BRCA:LIHC
CAMK2G	C10orf55:NDUFA13	2	LIHC:PRAD
ATF6	VCL:GJA5:LINC01527:NCSTN:PCP4L1:SH2D1B:SERINC3:PLCL2-AS1:TENM3	9	PRAD:LUAD:BLCA:LUSC:BRCA:SARC
ELK4	VCL:EPN2:ZNF350:SLC26A9:HDAC3	5	PRAD
MOB3A	VCL:STK11:DAND5:AP3D1	4	LIHC:HNSC:PCPG:LUSC
NOCT	ADK	1	BRCA
ADD1	ADK:FAM193A:PCGF3	3	HNSC:OV:UCEC
TMEM14B	ADK:RNPC3:TFAP2A:PAK1IP1:BAG6	5	OV:BRCA:LGG
DNAJC19	ADK	1	HNSC
ZNF552	ADK:UBL3	2	BRCA
FAM149B1	ADK:KCNMA1	2	STAD:BRCA
ZNF106	ADK:ADGRF4:CNTLN	3	BRCA:KIRP:SKCM
RFX2	ADK:EPOR	2	SARC:LUAD
BLCAP	ADK:SFPQ	2	STAD
TLK1	ADK:CAT:AC012363.1:KCNH7:SSB:METTL8:MLPH:XPO7	8	OV:BRCA:LUAD:ESCA:STAD
ETHE1	ADK:AC079336.4:POU2F2:CADM4:PLAUR:ZNF235:UPK3A:BMP5	8	ESCA:BRCA:COAD:LUSC:LUAD:OV
SAMD8	KAT6B:LRMDA	2	OV
PCDH15	DUSP13	1	BRCA
GPATCH8	COMTD1:METTL16:SUPT6H:MYO1D:STAC2:EFTUD2:MAP3K14:AC011921.1:NPLOC4:ZMYM4	10	PRAD:SARC:ESCA:OV:BLCA:COAD:STAD:BRCA:KIRC
CHSY1	ZNF503-AS1:PPP1CA:LRRK1:TTC23:BTBD9:AL033397.1:AL136307.1	7	BRCA:HNSC:PCPG:SKCM:BLCA
ZMIZ1-AS1	ZNF503-AS1	1	BRCA
HTR7	LRMDA:MMRN2:VAC14	3	UCEC:LIHC:UCS
NUP50	LRMDA:CDK5RAP1	2	STAD:BRCA
SEC24A	LRMDA:KCNK7:LIMD1-AS1:JADE2	4	PRAD:LGG:THCA:OV:LIHC
ANKRD12	LRMDA:RIOK3:CCDC178:DLGAP1:EPB41L3:MTCL1:MTHFD2L	7	BRCA:HNSC:OV:STAD:LUSC
