all_gene2	five_prime_partners	num_five_prime_partners	three_prime_TCGA_Projects
NDUFAB1	TMEM159	1	SARC
AC008870.4	DCTN5	1	CESC
PLK1	RNF40	1	BRCA
ERN2	GGA2	1	LUAD
PRKCB	ABCC1:USP31:GGA2:AC109460.3:ADCY9:KIF22:TNRC6A:NMRAL1	8	PRAD:BLCA:LGG:LUAD:LUSC:ESCA:GBM:OV
CCNF	AC008014.1:TBC1D24:AC093525.1	3	OV:HNSC
CACNG3	UHRF1BP1L:CCT2	2	SARC
RBBP6	NARFL	1	BRCA
TNRC6A	ARHGAP17:SNURF	2	BRCA:OV
FAM234A	AXIN1	1	BRCA:STAD
ARHGAP17	PTPN21	1	STAD
LCMT1-AS1	EEF2K:RNF40	2	BLCA:LUAD
LCMT1	ZBTB20	1	OV
LCMT1-AS2	AC135048.1	1	SARC
ATP6V0C	FLYWCH2:EIF4A1:OAZ1	3	STAD:LAML
PDPK1	KCTD5	1	SKCM
HS3ST4	SNX29:XYLT1:NFATC2IP:POLR2C:ADGRB2	5	SKCM:BRCA:OV:GBM
KCTD5	MAFK:EIF3B	2	ESCA:STAD
NSMCE1	ARHGAP17:IL4R	2	STAD:SKCM
FLJ21408	NCALD	1	LUAD
IL4R	NSMCE1	1	SKCM
IL21R	RNF40:MTMR6	2	LUSC:ESCA
SRRM2-AS1	TXNDC11	1	KIRC
SRRM2	CREBBP	1	LGG
KIAA0556	NFATC2IP	1	SARC
ELOB	CREBBP	1	LUSC
GSG1L	WWP2:FAM57B:PRR14	3	ESCA:BRCA
PRSS33	CREBBP:SRRM2	2	LUSC:HNSC
XPO6	MPV17L:KIAA0556	2	LGG:STAD
ARHGDIG	ASTN2	1	GBM
PRSS21	CARHSP1	1	LIHC:KIRC
SGF29	AC135050.2:AC116366.3:ATXN2L	3	LGG:ACC:SARC
SULT1A1	CLN3	1	LUSC
AC003965.1	SRRM2	1	BRCA
AC145285.2	ATXN2L	1	BRCA
ATXN2L	ATP2A1:ITGB4	2	CESC:STAD
CD19	TMEM219	1	STAD
FLYWCH2	SLC37A3	1	PRAD
SPNS1	BFAR	1	LGG
FLYWCH1	UNKL	1	LAML
AC009093.2	RPS15A:GRIN2A	2	KIRP:OV
SPN	QPRT	1	OV
QPRT	XYLT1	1	STAD
PKMYT1	ABAT	1	ESCA
KIF22	PHLPP2:PGS1:AC120114.5:MVP	4	LUAD:BRCA:HNSC:LGG
AXIN1	CMSS1:LUC7L:MGRN1	3	SKCM:OV:LGG:LUSC:LAML
MVP	REL:AC106886.2:PPP4C	3	LUAD:BRCA:TGCT
SEZ6L2	CDIPT:FAM35A	2	ESCA
AC004233.2	TNFRSF12A	1	BRCA
ASPHD1	ANKRD52	1	STAD
TMEM219	SLC31A1:ZNF771	2	KIRC:THCA
INO80E	ALDOA	1	LUAD
FAM57B	AC093515.1	1	BLCA
ALDOA	PPP4C:CRIP2:PTGDS:RPS12:RBBP7	5	OV:STAD
PPP4C	CACNB1	1	BRCA
YPEL3	C16orf62	1	BRCA
CLDN6	GSKIP:PKMYT1	2	PRAD:BRCA
CORO1A	HSDL1	1	OV
AC106782.1	AGAP3	1	LIHC
TNFRSF12A	NAA60	1	STAD
THOC6	NAA60:COL1A1	2	STAD:HNSC
BICDL2	SLC9A8	1	BRCA
MYLPF	ZNF385A	1	PRAD
SEPT1	ZNF512B	1	LIHC
ZNF48	ITGA9:ZNF771	2	TGCT:BRCA
ZNF771	SPIDR	1	SARC
MMP25-AS1	CLEC16A	1	BLCA
MMP25	ZNF500	1	BLCA
PRR14	ARHGEF3:NOMO2	2	ESCA:BRCA
FBRS	NOMO2:KRT20	2	BRCA:ESCA
RNF40	ANKRD11:FBXL19	2	UCEC:CESC
BCL7C	CTF1	1	BRCA
MIR762HG	GTF3C1	1	BRCA
CTF1	TIMM50	1	LIHC
AC135048.1	IGDCC4	1	SKCM
HSD3B7	BCKDK	1	BRCA
VKORC1	BCL7C	1	STAD
KAT8	SMURF2:FUS	2	SARC:OV
PRSS36	SETD1A:PRSS8:FUS	3	ESCA:HNSC
FUS	PDXDC1:CELSR1:COL6A3:DDIT3	4	BRCA:STAD:LUSC:SARC
ITGAM	LINC00665:AMFR	2	OV:BRCA
ARMC5	SFRP1	1	BRCA
ZNF267	MVP	1	HNSC
ZNF200	MKL2:BIRC7	2	LGG:SKCM
TIGD7	PKD1	1	OV
ZNF75A	CLUAP1	1	HNSC
ZSCAN32	GRB2	1	OV
NAA60	CLUAP1:RAB11FIP3	2	LUAD:BRCA:PRAD
CLUAP1	ADCY9:NPTN:EME2	3	UCEC:BRCA:PRAD
LINC01566	POGZ	1	BLCA
AC018558.1	RSF1	1	BRCA
LINC02167	GLMP:ZNF292	2	STAD:LGG
SLX4	ZSCAN32	1	BRCA
TRAP1	ZNF213-AS1:APOE	2	BRCA:LGG
MRPL28	AXIN1	1	STAD
TMEM8A	AXIN1:YBX3:PTPRS	3	ESCA:PRAD:STAD:SKCM
CREBBP	DNASE1:KAT6A	2	BRCA:LAML
ADCY9	CREBBP:TRAP1	2	BLCA:BRCA:ESCA
NME4	LUC7L:RAB11FIP3:THBS2	3	OV:ACC:BRCA
DECR2	WDR47	1	UCEC
SRL	ADCY9	1	BRCA
TFAP4	NOMO3:CREBBP	2	BRCA:OV
PAM16	ADCY9	1	BRCA
CORO7	PAM16:CHID1:TFAP4	3	BRCA:GBM:OV
VASN	ADCY9	1	LGG
DNAJA3	MGRN1	1	STAD:LIHC
NMRAL1	RTN3	1	ESCA
HMOX2	ITGA9:PEX14	2	PRAD
CDIP1	PAM16:HMOX2:NHSL1:MRPS18A	4	BRCA:LUAD:SARC:UCEC
C16orf96	GPRC5B:MGRN1	2	BRCA:LUSC:SKCM:OV:STAD
UBALD1	PDPK1:AC005736.2	2	CESC:ACC
AC023830.1	PLEKHA6	1	ESCA
VPS35	LIAS:ORC6	2	ESCA:BRCA
MGRN1	AC009119.2:UBN1:KRI1	3	PRAD:LUAD:STAD
C16orf87	FTO:KIAA1671	2	LGG:BRCA
GPT2	NUP93	1	BRCA
DNAJA2	LPCAT2:DERA	2	COAD:SARC
ANKS3	ZNF410	1	LIHC
AC018845.1	KDM4C	1	ACC
RAB11FIP3	RHOT2:WDR90:ANKRD11:RAB40C	4	ESCA:STAD:KIRP:UCEC
ITFG1	TOX3:DNAJA2	2	BRCA:LUSC
ZNF500	CREBBP:ADCY9	2	BRCA:OV
PHKB	CNOT1:TOX3:ITFG1:SLC23A2:SYT1:VPS35	6	KIRC:BRCA:LUAD:STAD:SARC:BLCA
SEPT12	ANKS3	1	ESCA
LINC02133	RSPRY1:AATF:CTTN	3	LUAD:BRCA
LINC02192	PHKB	1	BRCA
SMIM22	NTPCR	1	PRAD
ROGDI	ZNF500	1	BRCA
GLYR1	GSE1	1	LUAD
ABCC12	MIER3	1	PRAD
ABCC11	SKAP1:BIRC6:DDX19A	3	BRCA:LUAD
LONP2	TFDP2:ITFG1:FOXK2	3	SARC:BRCA:UCEC
SIAH1	BUB3:ITFG1:CALM2:SEC14L4	4	BRCA:HNSC:OV:BLCA
N4BP1	PTPRA:NOA1	2	BRCA
UBN1	LAMA5	1	BRCA
C16orf78	HEATR3	1	BRCA
ZNF423	FTO	1	ESCA
AC007610.1	ZCCHC14	1	PRAD
HEATR3	PAPD5	1	OV:LUSC
AC007610.2	TOX3:RGS17	2	BRCA:LUAD
PAPD5	NKD1	1	STAD
ADCY7	NKD1	1	STAD
AC007493.1	NKD1	1	STAD
C16orf89	GLYR1	1	UCEC
SNX20	NSD3	1	BRCA
ALG1	PAAF1	1	LGG
EEF2KMT	RBFOX2:XYLT1	2	LIHC:SARC
LINC02128	FNDC3A	1	STAD
LINC01571	TBCA	1	STAD
C16orf97	ZNF519	1	LUSC
LINC02180	ABCC11:LITAF	2	BRCA
TOX3	SCAI	1	BRCA
CASC16	TOX3:IQCK:CHD9:INTS9	4	READ:BLCA:BRCA:PRAD:STAD
CHD9	NETO2	1	BRCA
RBL2	FTO	1	LUAD
FTO	ACTN4:GNAO1:AMFR:PHIP:ST8SIA1:NLRC5:CABLES1	7	BRCA:SARC:LUAD:LGG:ESCA
LINC02169	ADGRG1:MYO1D	2	BRCA
CRNDE	TRAK1	1	BRCA
CAPN15	RNF166	1	STAD
MMP2-AS1	FUS:DBNDD1	2	SARC:BRCA
MMP2	CHD9:GOT2	2	MESO:SKCM
LPCAT2	ZNF77:DNAJA2:CPT1A	3	BRCA:COAD
SLC6A2	VPS35	1	BRCA
SNRNP25	FAM129B	1	SKCM
CES5A	CRLS1:ANKRD11	2	BRCA
GNAO1	NUP93:C16orf70:HGS	3	LGG:LIHC:LUSC
PRR35	RAB40C	1	ACC
BBS2	NUDT21:MEIS2	2	BRCA:SARC
MT4	NUP93	1	LGG
MT3	PLEKHA6	1	LGG
MT1F	NUP93	1	SARC
MT1H	NUP93	1	LUSC
NUP93	NLRC5:NCK2:NFAT5:AC009163.4:PPP4R1:RSPRY1	6	OV:MESO:COAD:SARC:THYM
AC012181.3	KLK3	1	PRAD
CETP	CNOT1	1	OV
NLRC5	AP2A2	1	UCEC
CPNE2	CCDC113	1	CESC
FAM192A	FAM83E:RSPRY1:NKD1:BBS2:NLRC5:PELI1:AC116366.3	7	UCS:OV:STAD:LGG:ESCA:BRCA:SARC
RSPRY1	TUBB3	1	MESO
PLLP	PRPSAP2	1	HNSC
CX3CL1	USB1	1	PCPG
CCL17	COQ9	1	UCEC
ADGRG5	OSBPL5:FAM135A	2	BRCA:UCEC
ADGRG1	PDXDC1	1	LIHC
DRC7	USB1:MMP15	2	LUAD:STAD
KATNB1	ERV3-1	1	OV
KIFC3	WDR59:CDH11:USP10	3	SKCM:BRCA
CNGB1	KIFC3:PLLP:CCDC102A	3	LIHC:UCEC:OV:BLCA
TEPP	TRPM7	1	SARC
USB1	ZFP90	1	OV
CCDC113	NFAT5	1	BLCA
AC009118.1	FAM234A	1	READ
GINS3	PIK3R1	1	PCPG
LINC02137	PIK3R1	1	PCPG
CNOT1	KIFC3:HECTD1:ANKRD11	3	THCA:STAD:COAD
AC009135.2	CLEC16A:PHACTR4	2	BLCA:OV
SLC38A7	CNOT1	1	STAD
GOT2	CNOT1	1	LUSC
AC092378.2	DOK4:CNOT1	2	STAD:OV
AC092378.1	SNX6:PAIP1	2	STAD:ACC
LINC02141	SPOP	1	BRCA
CDH8	VAC14:PRKCA:AUTS2	3	SKCM:BRCA:ACC
RBFOX1	NECTIN1:LRP5:AC074051.2:AFF1:GSPT1:CORO1C:MKL2:PMM2:CSDE1:CWC27	10	OV:BLCA:MESO:PRAD:SARC:STAD
MCRIP2	TELO2	1	OV
RHBDF1	RASAL2:FLNB	2	SARC:BLCA
LINC00922	CDH11:CPNE2	2	BRCA:SARC
CDH5	MMP15:MBTPS1	2	BLCA:UCEC
LINC00920	CDH3:PLEKHM2	2	LUAD:STAD
AC010542.3	DCTN2:SNX29	2	PRAD:HNSC
CKLF	TERF2IP	1	SKCM
CMTM1	TERF2IP	1	SKCM
CKLF-CMTM1	TERF2IP	1	SKCM
DYNC1LI2	CMTM4	1	CESC
NAE1	DYNC1LI2:CBFB	2	ESCA
AC044802.2	USP22	1	LAML
CA7	CTCF	1	OV
PDP2	C16orf70	1	STAD
CES4A	CBFB	1	HNSC
CBFB	BRD9:PSKH1:ZFP90	3	LUSC:HNSC:SKCM
C16orf70	CDH3:ARL16:SLC7A6	3	ESCA:LUSC:UCS
KIAA0895L	CTCF	1	ESCA
SLC9A5	KDM2B:DOCK3	2	PRAD
KCTD19	DDX19B:AP3D1	2	KIRC:PRAD
LRRC36	CTCF	1	SKCM
AGRP	ATP6V0D1	1	STAD
CTCF	SF3B3:NFATC3	2	OV
ENKD1	VPS13C	1	OV
GFOD2	CORO7	1	PRAD
RHBDL1	NUBP2	1	SARC
TSNAXIP1	PSKH1:NUTF2	2	CESC:ACC
NUTF2	NFATC3:ZFP90:PHF21A:PLA2G15	4	UCEC:BLCA
LCAT	RANBP10	1	LIHC
SLC12A4	TYMS	1	ESCA
DPEP2	NSD1	1	CESC
AC040162.4	RANBP10:SLC12A4	2	CESC:OV
DUS2	ATP6V0D1	1	SKCM
NFATC3	PRMT7:HNRNPLL:ZFP90	3	SKCM:CESC:STAD
PLA2G15	SLC7A6	1	UCEC
ZFP90	TANGO6	1	LUSC
AC126773.1	TANGO6	1	MESO
CDH3	AC104109.3:NFAT5:WWOX	3	LUAD:LUSC:ACC
WDR24	TRAF7	1	LAML
CDH1	TANGO6:LINC01841:ZZZ3:KCMF1:DEXI:VPS50	6	BRCA:STAD:COAD
AC099314.1	CKLF:CKLF-CMTM1	2	SKCM
TANGO6	SNTB2:CTCF:WWP2:SF3B3	4	OV:STAD:LUSC:HNSC:UCEC:BRCA
UTP4	DDX19A	1	KIRC
SNTB2	CYB5B:NFAT5:ATRX:VPS4A:WWP2	5	UCEC:SARC:OV:STAD:BLCA
VPS4A	NFAT5	1	COAD:STAD
TERF2	COG8:AC099518.1:HNF4G:EMP2	4	CESC:OV:PAAD:ESCA:LUSC
CYB5B	NFAT5:WWP2:NLRC5	3	BLCA:PCPG:LUAD:HNSC:BRCA
NFAT5	WWP2	1	STAD
NOB1	NQO1	1	STAD
WWP2	ZFHX3:SECISBP2	2	LUSC:STAD
AC009060.1	PSMD7	1	OV
AARS	KANSL1	1	SKCM
AC012184.2	SF3B3:TGIF1:N4BP1	3	BLCA:LUAD:LUSC
DDX19B	TGIF1	1	LUAD
AC012184.3	SCYL1:CYB5B:AARS	3	ACC:BLCA
DDX19A	HSPA9	1	LIHC
ST3GAL2	AARS:RPS6KB2:IL34	3	BRCA:BLCA:LUAD
COG4	TERF2:ST3GAL2:SF3B3:AARS:GIGYF2:CBFB:GLG1	7	BRCA:OV:STAD:LGG:LUAD
SF3B3	SPG7:FAM83D	2	LUAD:BRCA
MTSS1L	SRPK2	1	OV
VAC14	STAT5A:ZFHX3:HTR7:ST3GAL2:COG4:CCNL1	6	OV:PRAD:UCS:ACC:UCEC:STAD
HYDIN	VAC14	1	LUAD
AC010547.5	MCMBP	1	BRCA
AC010547.3	SNTB2:CHST4	2	BRCA
CHST4	SNTB2:NFAT5:CAMTA1	3	BRCA:BLCA:OV
TAT-AS1	NFAT5	1	BLCA
TAT	MAP9	1	LGG
AC009097.1	IST1	1	BRCA
AP1G1	STC2	1	BRCA
ZNF821	ZFHX3:BAHCC1:TMEM68	3	PRAD:STAD
IST1	NAA60:PUM2:NFAT5:SIPA1L3	4	PRAD:BRCA:STAD
PKD1L3	AP2A2	1	LIHC
HP	SERPINC1	1	LIHC
TXNL4B	TTC28-AS1_2	1	STAD
PMFBP1	COG4:AP1G1:ZNF19	3	SARC:STAD:THCA
LINC01572	AC004943.2	1	STAD
AC004943.2	EEF2K	1	PRAD
C16orf47	ZFHX3	1	OV
AC009120.6	BRD8:ITFG1	2	KIRP
NPIPB15	CDK8	1	BRCA
RFWD3	GLG1	1	BRCA:OV
WDR59	GLG1:GAS8	2	THCA
ZNRF1	FBXO31:LPP	2	BLCA:UCS
AC099508.2	SPG7	1	STAD
ZFP1	SPG7	1	STAD
BCAR1	RPS5	1	STAD
CFDP1	TANGO6:WDR59:BCAR1:RAPGEF5:AC004943.2	5	SKCM:UCEC:LGG:LIHC:LUAD:BRCA
TMEM170A	GLG1:TENM1	2	BRCA:PRAD
GABARAPL2	ANKRD11	1	SKCM
ADAT1	BBS2:MLKL:GPCPD1	3	LUAD:BRCA:OV
KARS	FA2H	1	ESCA
AC025287.4	SPDYA	1	OV
TERF2IP	SIN3A:ZCCHC14:ZFP14	3	OV:STAD:UCEC
AC106729.1	WWOX	1	BRCA
MON1B	LINC02170	1	PRAD
SYCE1L	LINC02170	1	PRAD
ADAMTS18	AC135050.3	1	STAD
NUDT7	WWOX	1	OV:BLCA
VAT1L	WWOX	1	STAD
WWOX	AC004943.2:PHF2:VAC14:CFDP1:PLCG2:NXN:CDC42BPA:PARD3B:AFF1:PMPCB	10	SARC:ESCA:BLCA:LUAD:OV:STAD
RPUSD1	NARFL	1	OV
AC027279.2	CDC42BPA	1	BLCA
AC092376.1	NSMAF	1	BRCA
MPG	EEA1	1	OV
MAF	KLHDC4	1	PRAD
LINC01229	CTBP2	1	OV
AC105411.1	NKD1:CWC25	2	BRCA:ESCA
DYNLRB2	ANKRD11	1	PAAD
CDYL2	SERINC5	1	PRAD
AC099313.1	BSDC1	1	BLCA
LINC02170	MON1B:CDYL2	2	PRAD
CMC2	CDYL2	1	PRAD
C16orf46	DIP2A:RBPJ	2	BLCA:PRAD
AC092718.3	DIP2A	1	BLCA
AC092718.6	VDR:CMIP	2	THCA:OV
BCO1	CMIP:AC012184.3	2	BLCA:LIHC:STAD
GAN	CMIP	1	STAD
CMIP	RABGEF1	1	LUSC
AC099524.1	NFAT5	1	PRAD
AC092142.1	ACSF3:ANKRD11	2	STAD:LUAD
HSD17B2	GSE1:GPT2	2	BRCA:LUAD
AC009117.2	SNX29	1	LUSC
CDH13	WWP2:CMIP:IPO8:ATP2C2:GSE1:USP10	6	ESCA:SARC:BRCA:STAD:LUSC
AC009119.1	RAB40C	1	BLCA
SLC38A8	FIP1L1	1	PRAD
DNAAF1	C16orf70	1	ESCA
TAF1C	MBTPS1	1	ESCA
AC010551.3	DSCAML1	1	LGG
ATP2C2	USP10	1	SKCM
COTL1	AKTIP:CYB5B:MBTPS1:CTNNA1	4	LGG:ACC:SKCM:PRAD
USP10	RANBP10:GSE1:FGFR2:ZDHHC7:TBCK	5	SARC:BRCA:OV:SKCM:STAD
CRISPLD2	UBL3	1	BRCA
ZDHHC7	KMT2A	1	SKCM
LINC02139	GSE1:NEDD4L	2	SKCM:PRAD
GSE1	RPL28:SCNN1A:SLC7A5:SPG7:MINOS1	5	LUSC:STAD:SKCM:ACC
TMEM114	SLC7A7:FUS	2	STAD
C16orf74	GINS2:ZDHHC7	2	BRCA:LUAD
EMC8	C16orf74:GSE1	2	HNSC
COX4I1	SYNJ2	1	ACC
IRF8	MUC5AC:CRNDE	2	ESCA:PRAD
LINC02132	CYBA	1	LUSC
LINC01082	UNC5C:CANX:SRPK2	3	MESO:BRCA:SKCM
LINC02181	NKD1	1	LIHC
FBXO31	DEF8:XPO6	2	LUAD:BLCA
ABAT	PMM2:RUSC2	2	SARC:LGG
JPH3	BANP:ZNF276	2	SKCM:OV
SLC7A5	KLHDC4	1	BLCA
CA5A	SLC7A5	1	LGG
BANP	FTO	1	STAD
CARHSP1	ABAT	1	LIHC
ZC3H18	SPG7:AGRN:CSDE1:TCF25	4	BRCA:ESCA:STAD:LIHC
CYBA	TLDC1	1	LUSC
SNAI3-AS1	MYO6:ZNF618	2	KIRP:OV
AC022167.4	SHANK3	1	STAD
CDT1	ALG12	1	PRAD
APRT	PIEZO1:CDK12	2	BRCA:OV:PRAD
GALNS	PIEZO1:UCKL1	2	OV:UCEC
CBFA2T3	PIEZO1	1	OV:ESCA
ACSF3	CBFA2T3	1	SKCM
CDH15	SF3B3	1	LUAD
ZNF778	ANKRD11	1	STAD
USP7	CARHSP1	1	ESCA
LMF1	PDXDC1	1	BRCA
ANKRD11	RAB1A:PTK2	2	OV:LUAD
AC092120.1	AC116552.1	1	OV
SPG7	CHD9:KLHDC4:CDK10	3	BRCA:LUAD
RPL13	KCMF1:SFTPB	2	BRCA:LUAD
CPNE7	ANKRD11	1	SKCM
DPEP1	SPATA33:RHOT2	2	BRCA:UCS
CHMP1A	AL117339.5:HTATIP2:ZC3H18:LSR:CD200:DEK:SEMA3C:TG:LINC01606:ANKRD11	10	BRCA:HNSC:GBM:STAD:KIRP:ESCA:THCA:SKCM:UCEC
AC022167.3	C16orf72	1	LIHC
SPATA33	NFATC3:TCF25:NFIC:RBBP4	4	PRAD:BRCA:ACC:ESCA
CDK10	VPS9D1-AS1	1	OV
ZNF276	TCF25	1	LGG
FANCA	SPATA2L:ANKRD11:AC135782.1	3	LUSC:LUAD:OV:ESCA:STAD
SPIRE2	ANKRD11:TCF25:GAS8:CHMP1A	4	UCEC:BRCA:GBM
TCF25	GAS8:CAPN10	2	HNSC:OV
AC092143.4	GSE1:TUBB3:SPPL2B:C3:RBCK1:HELZ2:FAM122B	7	READ:UCEC:ESCA:COAD:LIHC:KIRC:STAD
AC092143.2	FANCA	1	BLCA
DBNDD1	NAT8L	1	GBM
GAS8	CDC42BPB	1	ESCA
GRIN2A	AL138752.2:CABIN1:SOX5:CLEC16A	4	LGG:BLCA:BRCA
GAS7	BICD1:ABR:MYH10	3	LUAD:LUSC:OV
ABR	SENP2:NXN:PAFAH1B1:SENP3-EIF4A1:STARD3:FOXK2:VPS53:XYLT1	8	BLCA:CESC:SKCM:COAD:LUAD:SARC:ESCA:HNSC
MYH13	SEPT9	1	LIHC
MYH4	QRICH1	1	OV
MYH2	VPS53	1	BRCA
MYHAS	FNTA:SEMA5A	2	SARC:BLCA
MYH3	YWHAE:MAP2K4	2	LUSC:OV
TMEM220-AS1	OSBPL9	1	PRAD
AC015908.3	NXN	1	LUSC
SHISA6	MACF1:NLGN4Y	2	SARC
DNAH9	MPDU1:MAP2K4	2	SARC:ESCA:BRCA
ZNF18	TMEM189-UBE2V1	1	STAD
MAP2K4	HCG18:NF1:ARHGAP44	3	GBM:CHOL:SARC
AC144836.1	XYLT1	1	SARC
LINC00670	ARHGAP44	1	STAD
MYOCD	PGAP3:GABARAP	2	BLCA:BRCA
AC005358.2	RPL38	1	UCEC
ARHGAP44	TTC19:SLFN13	2	BRCA:CHOL
YWHAE	ABR:MBOAT2:ZNF180:GLOD4:CCPG1:RRBP1:IP6K2:TG	8	ESCA:OV:LUAD:LUSC:CESC:SARC:LGG:STAD:THCA
COX10-AS1	PMP22:TRIM16:TOM1L2	3	SARC:SKCM
AC005304.3	DNMT3A	1	OV
COX10	ELAC2	1	PRAD
CRK	YWHAE:ABR	2	HNSC:LUAD:BRCA
MYO1C	YWHAE:RNF41	2	LUAD:OV
AC005863.1	TOM1L2	1	BRCA
CDRT8	RABEP1	1	BRCA
INPP5K	YWHAE	1	COAD
PITPNA-AS1	NBEAL2	1	MESO
PMP22	TAX1BP3	1	OV
AC005703.3	KANSL1	1	SKCM
TEKT3	COPS3:SMURF2:PTPN12	3	BRCA:PCPG
PITPNA	MYO1C:ABR:GLOD4:CRK	4	PAAD:TGCT:PRAD:STAD
AC005703.4	SSH2	1	CHOL
TVP23C-CDRT4	FERMT1:USP20	2	BRCA:SARC
TVP23C	NCOA3	1	STAD
CDRT1	AXL	1	PAAD
TRIM16	FAM83G	1	LUAD
TBC1D26	PIGL	1	BRCA
SLC43A2	YWHAE:CRK:MYO1C:NXN:PITPNA	5	LUAD:OV:ESCA:UCEC:KIRP
ADORA2B	TTC19	1	HNSC
ZSWIM7	ARHGAP44	1	SARC
TTC19	FAM83G	1	BRCA
NCOR1	TTC19:TAOK1:ZSWIM7	3	BLCA:STAD:CHOL:THCA
PIGL	RNF167:RABEP1	2	BRCA:LUSC
SCARF1	SLC43A2	1	BRCA
UBB	SCARB1:CHFR:MEG3:LRRC75A-AS1:MPRIP:TTR	6	ACC:BLCA:BRCA:OV:STAD:LGG
TRPV2	LRRC75A-AS1	1	PCPG
LRRC75A-AS1	NF1:DPF2	2	PRAD:UCEC
RILP	AKT2:BAP1	2	OV:MESO
PRPF8	AC087500.1:PITPNA:YWHAE	3	SARC:LUSC:CESC:OV:BRCA
ZNF287	NCOR1	1	BRCA
AC098850.4	ZZEF1	1	BRCA
CCDC144A	NCOR1	1	PRAD
MPRIP	TNFRSF13B:NCOR1	2	SARC:UCS
TLCD2	YWHAE	1	BRCA
MIR22HG	XBP1	1	PRAD
COPS3	MPRIP:FLCN:LPIN2	3	KIRP:SARC:OV
WDR81	BACE2	1	STAD
SERPINF2	RGS4:BACE2	2	PCPG:STAD
MED9	SREBF1	1	BLCA
PEMT	RECQL:LRRC75A:RAI1	3	BRCA:COAD:HNSC
AC020558.1	NDST2	1	UCEC
RAI1	PEMT	1	HNSC
TOM1L2	MPRIP:NADK:TTC19:NUP214	4	BLCA:STAD:BRCA
DRC3	XPO6:SREBF1:GRAMD4:GID4:ATPAF2:XPR1	6	BLCA:BRCA:UCS:OV
ATPAF2	TOM1L2:SLC39A11	2	BRCA:LUAD:BLCA:HNSC
GID4	ALKBH5:AKAP10	2	CESC:PRAD
MYO15A	LPCAT3:SMG6	2	BRCA:STAD
AC087164.1	TOM1L2	1	PCPG
ALKBH5	LRP5:ZNF286B:LLGL1:KIAA0100	4	BRCA:THCA:LUSC
TOP3A	MYO15A:PEMT:ZCCHC8:FLII	4	BRCA:PRAD:BLCA
LINC02076	CEP170B	1	SARC
RPA1	INPP5K:DPH1	2	CHOL:STAD
LINC02091	SMG6	1	OV
FBXW10	MED31	1	SKCM
PRPSAP2	PIGZ:EPN2:ZNF343	3	PRAD:LGG:LUAD
SLC5A10	EPN2:VPS53	2	PRAD:UCS
GRAP	FAM83G	1	HNSC
EPN2	ELK4:KIF13B:USP22:SGSM2	4	PRAD:BRCA:SARC:BLCA
B9D1	PAK4:FAM83G	2	PAAD:ESCA
RTN4RL1	YWHAE:VPS53:RLF	3	LUAD:OV:BRCA:LIHC
MFAP4	B9D1	1	BRCA
AC004448.5	NT5C3B	1	BRCA
SLC47A1	SPAG5	1	BRCA
ALDH3A2	SLC30A6	1	PCPG
SLC47A2	ORAI2	1	PAAD
ALDH3A1	SLC47A2	1	KIRP:LGG
ULK2	SLC47A2:ALDH3A1:MAP4:APOL2:RECQL:TOM1L2	6	KIRP:LUSC:HNSC:BRCA
AKAP10	NAA38:SLC16A3:RIMS4	3	SARC:LUAD:OV
SPECC1	FOXK2:NOTCH3	2	SARC:READ
DPH1	SRR	1	BLCA
HIC1	NCOR1	1	CHOL
CDRT15L2	SMURF1	1	LIHC
LINC02088	PPFIBP1	1	LIHC
SMG6	CDK12:ZZEF1:VPS53:YWHAE:SEPT9:ABR:SLC43A2	7	OV:BRCA:LIHC:PRAD
USP22	RASL10B:EXOC7	2	BRCA
LINC01563	MYO1D	1	LUSC
TMEM11	SPECC1:TOM1L1	2	BRCA
NATD1	TMEM11	1	ESCA
MAP2K3	EPN2:MYDGF	2	BLCA:SARC
KCNJ12	PELO	1	STAD
C17orf51	ADAM9:TIMM22	2	OV:SARC
KCNJ18	EPN2:MMP28	2	BLCA:LUAD
LINC02002	MED24:SPAG5	2	BRCA:SKCM
SRR	SGSM2	1	CESC
SGSM2	RAP1GAP2	1	BRCA
METTL16	GPATCH8	1	SARC
AC069061.2	PEMT	1	BRCA
WSB1	FAM189B	1	ESCA
KSR1	AGPAT3:STARD3	2	BRCA
AC015688.5	NLK	1	BRCA
RAP1GAP2	MINK1	1	STAD
NOS2	RAI1:STAT3:TTLL6	3	SKCM:ESCA
AC005697.2	CRLF3	1	BRCA
LYRM9	RARA	1	STAD
NLK	NMT1:ARHGAP23:WRB:RFFL:GUCY1A2	5	LGG:BRCA:BLCA
AC061975.4	TAOK1:PDLIM5	2	BLCA:SARC
TMEM97	NXN	1	PRAD
IFT20	TMEM97:RAI1	2	BRCA:LUSC
TNFAIP1	SSH2	1	BRCA
POLDIP2	TNFAIP1:RARA-AS1:NF1	3	BRCA:COAD
VTN	IFT20	1	HNSC
SARM1	UBAC2	1	SKCM
SLC46A1	NF1	1	LUSC
SLC13A2	FAM217B:FAM168A:HDAC5	3	BRCA:THYM
SPAG5	PIGS:PPM1E:SPTBN1	3	BLCA:BRCA:STAD
AC005726.2	DNAJC7	1	SARC
KIAA0100	RPL19:RETREG3	2	BRCA:SARC
AC005726.3	UBE2Z	1	BRCA
SDF2	SPAG5:BCL2L2:YPEL2	3	SARC:STAD:BRCA
SUPT6H	R3HDM2:GPATCH8:TRAF4	3	BRCA:ESCA
