Gene stable ID	Gene name	number_of_domains
ENSG00000186407	CD300E	1
ENSG00000186409	CCDC30	1
ENSG00000186416	NKRF	2
ENSG00000186417	GLDN	3
ENSG00000186431	FCAR	1
ENSG00000186432	KPNA4	10
ENSG00000186439	TRDN	1
ENSG00000186440	OR6P1	1
ENSG00000186442	KRT3	3
ENSG00000186446	ZNF501	8
ENSG00000186448	ZNF197	14
ENSG00000186451	SPATA12	0
ENSG00000186452	TMPRSS12	1
ENSG00000186453	FAM228A	0
ENSG00000186458	DEFB132	1
ENSG00000186462	NAP1L2	1
ENSG00000186468	RPS23	1
ENSG00000186469	GNG2	1
ENSG00000186470	BTN3A2	1
ENSG00000186471	AKAP14	1
ENSG00000186472	PCLO	5
ENSG00000186474	KLK12	1
ENSG00000186479	RGS7BP	0
ENSG00000186480	INSIG1	1
ENSG00000186487	MYT1L	7
ENSG00000186493	C5orf38	0
ENSG00000186496	ZNF396	2
ENSG00000186501	TMEM222	2
ENSG00000186509	OR9Q1	1
ENSG00000186510	CLCNKA	2
ENSG00000186513	OR9Q2	1
ENSG00000186517	ARHGAP30	1
ENSG00000186522	SEPT10	1
ENSG00000186523	FAM86B1	2
ENSG00000186526	CYP4F8	1
ENSG00000186529	CYP4F3	1
ENSG00000186532	SMYD4	2
ENSG00000186562	DEFB105A	1
ENSG00000186564	FOXD2	1
ENSG00000186566	GPATCH8	2
ENSG00000186567	CEACAM19	1
ENSG00000186572	DEFB107A	1
ENSG00000186575	NF2	4
ENSG00000186577	SMIM29	0
ENSG00000186579	DEFB106A	1
ENSG00000186583	SPATC1	2
ENSG00000186591	UBE2H	1
ENSG00000186599	DEFB105B	1
ENSG00000186603	HPDL	0
ENSG00000186625	KATNA1	2
ENSG00000186628	FSD2	2
ENSG00000186635	ARAP1	7
ENSG00000186638	KIF24	2
ENSG00000186642	PDE2A	3
ENSG00000186648	CARMIL3	3
ENSG00000186652	PRG2	1
ENSG00000186654	PRR5	1
ENSG00000186660	ZFP91	0
ENSG00000186665	C17orf58	0
ENSG00000186666	BCDIN3D	1
ENSG00000186675	MAGEE2	0
ENSG00000186684	CYP27C1	1
ENSG00000186687	LYRM7	1
ENSG00000186710	CFAP73	1
ENSG00000186714	CCDC73	2
ENSG00000186716	BCR	4
ENSG00000186723	OR10H1	1
ENSG00000186732	MPPED1	1
ENSG00000186765	FSCN2	4
ENSG00000186766	FOXI2	1
ENSG00000186767	SPIN4	3
ENSG00000186777	ZNF732	5
ENSG00000186787	SPIN2B	3
ENSG00000186788	SPATA31D3	2
ENSG00000186790	FOXE3	1
ENSG00000186792	HYAL3	1
ENSG00000186795	KCNK18	2
ENSG00000186803	IFNA10	1
ENSG00000186806	VSIG10L	1
ENSG00000186810	CXCR3	1
ENSG00000186812	ZNF397	8
ENSG00000186814	ZSCAN30	6
ENSG00000186815	TPCN1	2
ENSG00000186818	LILRB4	2
ENSG00000186827	TNFRSF4	3
ENSG00000186832	KRT16	1
ENSG00000186834	HEXIM1	1
ENSG00000186838	SELENOV	1
ENSG00000186844	LCE1A	1
ENSG00000186847	KRT14	1
ENSG00000186854	TRABD2A	1
ENSG00000186860	KRTAP17-1	0
ENSG00000186862	PDZD7	3
ENSG00000186866	POFUT2	1
ENSG00000186867	QRFPR	1
ENSG00000186868	MAPT	4
ENSG00000186871	ERCC6L	2
ENSG00000186881	OR13F1	1
ENSG00000186889	TMEM17	1
ENSG00000186891	TNFRSF18	0
ENSG00000186895	FGF3	1
ENSG00000186897	C1QL4	1
ENSG00000186907	RTN4RL2	2
ENSG00000186908	ZDHHC17	3
ENSG00000186910	SERPINA11	1
ENSG00000186912	P2RY4	1
ENSG00000186918	ZNF395	1
ENSG00000186919	ZACN	1
ENSG00000186924	KRTAP22-1	1
ENSG00000186925	KRTAP19-6	1
ENSG00000186930	KRTAP6-2	1
ENSG00000186943	OR13C8	1
ENSG00000186951	PPARA	2
ENSG00000186952	TMEM232	1
ENSG00000186965	KRTAP19-2	1
ENSG00000186967	KRTAP19-4	1
ENSG00000186970	KRTAP15-1	1
ENSG00000186971	KRTAP13-4	1
ENSG00000186973	FAM183A	1
ENSG00000186976	EFCAB6	4
ENSG00000186977	KRTAP19-5	1
ENSG00000186980	KRTAP23-1	1
ENSG00000186994	KANK3	3
ENSG00000186998	EMID1	4
ENSG00000187003	ACTL7A	2
ENSG00000187005	KRTAP21-1	0
ENSG00000187010	RHD	1
ENSG00000187017	ESPN	4
ENSG00000187021	PNLIPRP1	2
ENSG00000187024	PTRH1	1
ENSG00000187026	KRTAP21-2	1
ENSG00000187033	SAMD7	1
ENSG00000187037	GPR141	1
ENSG00000187045	TMPRSS6	4
ENSG00000187048	CYP4A11	2
ENSG00000187049	TMEM216	1
ENSG00000187051	RPS19BP1	1
ENSG00000187054	TMPRSS11A	2
ENSG00000187066	TMEM262	1
ENSG00000187068	C3orf70	1
ENSG00000187079	TEAD1	1
ENSG00000187080	OR2AK2	1
ENSG00000187082	DEFB106B	1
ENSG00000187091	PLCD1	4
ENSG00000187094	CCK	1
ENSG00000187097	ENTPD5	1
ENSG00000187098	MITF	3
ENSG00000187105	HEATR4	2
ENSG00000187109	NAP1L1	1
ENSG00000187116	LILRA5	1
ENSG00000187118	CMC1	1
ENSG00000187122	SLIT1	22
ENSG00000187123	LYPD6	1
ENSG00000187134	AKR1C1	1
ENSG00000187135	VSTM2B	1
ENSG00000187140	FOXD3	1
ENSG00000187144	SPATA21	0
ENSG00000187147	RNF220	3
ENSG00000187151	ANGPTL5	1
ENSG00000187164	SHTN1	0
ENSG00000187166	H1FNT	0
ENSG00000187170	LCE4A	1
ENSG00000187173	LCE2A	2
ENSG00000187175	KRTAP12-1	1
ENSG00000187180	LCE2C	1
ENSG00000187186	AL162231.1	0
ENSG00000187187	ZNF546	11
ENSG00000187189	TSPYL4	1
ENSG00000187191	DAZ3	1
ENSG00000187193	MT1X	1
ENSG00000187210	GCNT1	1
ENSG00000187223	LCE2D	1
ENSG00000187231	SESTD1	1
ENSG00000187238	LCE3B	1
ENSG00000187239	FNBP1	2
ENSG00000187240	DYNC2H1	9
ENSG00000187242	KRT12	1
ENSG00000187243	MAGED4B	2
ENSG00000187244	BCAM	5
ENSG00000187257	RSBN1L	0
ENSG00000187258	NPSR1	1
ENSG00000187260	WDR86	7
ENSG00000187266	EPOR	2
ENSG00000187268	FAM9C	1
ENSG00000187272	KRTAP9-8	3
ENSG00000187288	CIDEC	1
ENSG00000187323	DCC	10
ENSG00000187325	TAF9B	1
ENSG00000187372	PCDHB13	7
ENSG00000187391	MAGI2	8
ENSG00000187398	LUZP2	0
ENSG00000187416	LHFPL3	1
ENSG00000187446	CHP1	1
ENSG00000187474	FPR3	1
ENSG00000187475	HIST1H1T	1
ENSG00000187479	C11orf96	1
ENSG00000187486	KCNJ11	1
ENSG00000187492	CDHR4	1
ENSG00000187498	COL4A1	18
ENSG00000187510	PLEKHG7	1
ENSG00000187513	GJA4	1
ENSG00000187514	PTMA	1
ENSG00000187516	HYPM	0
ENSG00000187522	HSPA14	1
ENSG00000187527	ATP13A5	4
ENSG00000187531	SIRT7	1
ENSG00000187533	PRR27	0
ENSG00000187535	IFT140	1
ENSG00000187537	POTEG	2
ENSG00000187545	PRAMEF10	0
ENSG00000187546	AGMO	1
ENSG00000187550	SBK2	1
ENSG00000187553	CYP26C1	1
ENSG00000187554	TLR5	6
ENSG00000187555	USP7	4
ENSG00000187556	NANOS3	1
ENSG00000187559	FOXD4L3	1
ENSG00000187566	NHLRC1	1
ENSG00000187569	DPPA3	1
ENSG00000187581	COX8C	1
ENSG00000187583	PLEKHN1	0
ENSG00000187595	ZNF385C	4
ENSG00000187600	TMEM247	2
ENSG00000187601	MAGEH1	1
ENSG00000187605	TET3	2
ENSG00000187607	ZNF286A	8
ENSG00000187608	ISG15	2
ENSG00000187609	EXD3	2
ENSG00000187612	OR5W2	1
ENSG00000187616	TMEM8C	1
ENSG00000187624	C17orf97	0
ENSG00000187626	ZKSCAN4	8
ENSG00000187627	RGPD1	4
ENSG00000187630	DHRS4L2	2
ENSG00000187634	SAMD11	1
ENSG00000187642	PERM1	0
ENSG00000187650	VMAC	0
ENSG00000187658	C5orf52	0
ENSG00000187664	HAPLN4	3
ENSG00000187672	ERC2	1
ENSG00000187676	B3GLCT	2
ENSG00000187678	SPRY4	1
ENSG00000187682	ERAS	1
ENSG00000187688	TRPV2	2
ENSG00000187689	AMTN	1
ENSG00000187690	CXorf67	0
ENSG00000187695	AC112484.1	0
ENSG00000187699	C2orf88	1
ENSG00000187701	OR2T27	1
ENSG00000187713	TMEM203	1
ENSG00000187714	SLC18A3	1
ENSG00000187715	KBTBD12	6
ENSG00000187720	THSD4	8
ENSG00000187726	DNAJB13	2
ENSG00000187730	GABRD	2
ENSG00000187733	AMY1C	2
ENSG00000187735	TCEA1	3
ENSG00000187736	NHEJ1	1
ENSG00000187741	FANCA	2
ENSG00000187742	SECISBP2	1
ENSG00000187747	OR52B6	1
ENSG00000187753	C9orf153	0
ENSG00000187754	SSX7	1
ENSG00000187758	ADH1A	2
ENSG00000187764	SEMA4D	3
ENSG00000187766	KRTAP10-8	2
ENSG00000187772	LIN28B	3
ENSG00000187773	FAM69C	2
ENSG00000187775	DNAH17	9
ENSG00000187778	MCRS1	2
ENSG00000187783	TMEM72	1
ENSG00000187790	FANCM	4
ENSG00000187791	FAM205C	1
ENSG00000187792	ZNF70	6
ENSG00000187796	CARD9	1
ENSG00000187800	PEAR1	3
ENSG00000187801	ZFP69B	5
ENSG00000187806	TMEM202	0
ENSG00000187808	SOWAHD	1
ENSG00000187815	ZFP69	3
ENSG00000187821	HELT	2
ENSG00000187823	RTL4	0
ENSG00000187824	TMEM220	1
ENSG00000187833	C2orf78	1
ENSG00000187837	HIST1H1C	1
ENSG00000187838	PLSCR3	1
ENSG00000187840	EIF4EBP1	1
ENSG00000187848	P2RX2	2
ENSG00000187855	ASCL4	1
ENSG00000187857	OR6C75	1
ENSG00000187860	CCDC157	0
ENSG00000187862	TTC24	3
ENSG00000187866	FAM122A	0
ENSG00000187867	PALM3	0
ENSG00000187871	GFRAL	2
ENSG00000187889	C1orf168	1
ENSG00000187902	SHISA7	1
ENSG00000187905	LRRC74B	7
ENSG00000187908	DMBT1	17
ENSG00000187912	CLEC17A	1
ENSG00000187918	OR51I2	1
ENSG00000187922	LCN10	0
ENSG00000187942	LDLRAD2	1
ENSG00000187944	C2orf66	1
ENSG00000187950	OVCH1	4
ENSG00000187951	ARHGAP11B	1
ENSG00000187954	CYHR1	0
ENSG00000187955	COL14A1	14
ENSG00000187957	DNER	7
ENSG00000187959	CPSF4L	1
ENSG00000187961	KLHL17	8
ENSG00000187969	ZCCHC13	4
ENSG00000187980	PLA2G2C	1
ENSG00000187987	ZSCAN23	5
ENSG00000187994	RINL	1
ENSG00000187997	C17orf99	0
ENSG00000188000	OR7D2	1
ENSG00000188001	TPRG1	1
ENSG00000188004	C1orf204	0
ENSG00000188010	MORN2	2
ENSG00000188011	RTP5	1
ENSG00000188015	S100A3	1
ENSG00000188021	UBQLN2	2
ENSG00000188026	RILPL1	2
ENSG00000188032	C19orf67	1
ENSG00000188033	ZNF490	9
ENSG00000188037	CLCN1	1
ENSG00000188038	NRN1L	1
ENSG00000188039	NWD1	4
ENSG00000188042	ARL4C	1
ENSG00000188050	RNF133	2
ENSG00000188051	TMEM221	1
ENSG00000188056	TREML4	1
ENSG00000188060	RAB42	1
ENSG00000188064	WNT7B	1
ENSG00000188070	C11orf95	0
ENSG00000188076	SCGB1C1	1
ENSG00000188086	PRSS45	2
ENSG00000188089	PLA2G4E	2
ENSG00000188092	GPR89B	2
ENSG00000188095	MESP2	1
ENSG00000188100	FAM25A	1
ENSG00000188107	EYS	19
ENSG00000188112	C6orf132	0
ENSG00000188120	DAZ1	3
ENSG00000188124	OR2AG2	1
ENSG00000188130	MAPK12	1
ENSG00000188133	TMEM215	1
ENSG00000188152	NUTM2G	1
ENSG00000188153	COL4A5	23
ENSG00000188155	KRTAP10-6	6
ENSG00000188157	AGRN	18
ENSG00000188158	NHS	1
ENSG00000188162	OTOG	10
ENSG00000188163	FAM166A	1
ENSG00000188167	TMPPE	1
ENSG00000188171	ZNF626	9
ENSG00000188175	HEPACAM2	1
ENSG00000188176	SMTNL2	1
ENSG00000188177	ZC3H6	2
ENSG00000188186	LAMTOR4	0
ENSG00000188191	PRKAR1B	3
ENSG00000188199	NUTM2B	1
ENSG00000188211	NCR3LG1	2
ENSG00000188215	DCUN1D3	1
ENSG00000188219	POTEE	4
ENSG00000188223	AD000671.1	1
ENSG00000188227	ZNF793	3
ENSG00000188229	TUBB4B	2
ENSG00000188234	AGAP4	2
ENSG00000188243	COMMD6	1
ENSG00000188257	PLA2G2A	1
ENSG00000188263	IL17REL	1
ENSG00000188266	HYKK	1
ENSG00000188269	OR7A5	1
ENSG00000188277	C15orf62	0
ENSG00000188282	RUFY4	1
ENSG00000188283	ZNF383	9
ENSG00000188290	HES4	2
ENSG00000188293	IGFL1	1
ENSG00000188295	ZNF669	5
ENSG00000188305	C19orf35	0
ENSG00000188306	LRRIQ4	4
ENSG00000188312	CENPP	1
ENSG00000188313	PLSCR1	2
ENSG00000188315	C3orf62	1
ENSG00000188316	ENO4	2
ENSG00000188321	ZNF559	7
ENSG00000188322	SBK1	1
ENSG00000188324	OR6C6	1
ENSG00000188334	BSPH1	2
ENSG00000188338	SLC38A3	1
ENSG00000188340	OR6N2	1
ENSG00000188342	GTF2F2	1
ENSG00000188343	FAM92A	1
ENSG00000188352	FOCAD	2
ENSG00000188368	PRR19	1
ENSG00000188372	ZP3	1
ENSG00000188373	C10orf99	1
ENSG00000188375	H3F3C	1
ENSG00000188379	IFNA2	1
ENSG00000188385	JAKMIP3	1
ENSG00000188386	PPP3R2	2
ENSG00000188389	PDCD1	1
ENSG00000188393	CLEC2A	1
ENSG00000188394	GPR21	1
ENSG00000188396	TCTEX1D4	1
ENSG00000188403	IGHV1OR15-9	1
ENSG00000188404	SELL	3
ENSG00000188408	MAGEB5	1
ENSG00000188419	CHM	2
ENSG00000188425	NANOS2	1
ENSG00000188428	BLOC1S5	1
ENSG00000188452	CERKL	1
ENSG00000188467	SLC24A5	2
ENSG00000188483	IER5L	1
ENSG00000188486	H2AFX	2
ENSG00000188487	INSC	1
ENSG00000188488	SERPINA5	1
ENSG00000188493	C19orf54	0
ENSG00000188501	LCTL	1
ENSG00000188505	NCCRP1	1
ENSG00000188508	KRTDAP	1
ENSG00000188517	COL25A1	6
ENSG00000188522	FAM83G	1
ENSG00000188523	CFAP77	1
ENSG00000188529	SRSF10	1
ENSG00000188536	HBA2	1
ENSG00000188542	DUSP28	1
ENSG00000188549	C15orf52	1
ENSG00000188554	NBR1	3
ENSG00000188558	OR2G6	1
ENSG00000188559	RALGAPA2	1
ENSG00000188566	NDOR1	3
ENSG00000188573	FBLL1	1
ENSG00000188580	NKAIN2	1
ENSG00000188581	KRTAP1-1	2
ENSG00000188582	PAQR9	1
ENSG00000188585	CLEC20A	2
ENSG00000188596	CFAP54	2
ENSG00000188603	CLN3	2
ENSG00000188610	FAM72B	1
ENSG00000188611	ASAH2	3
ENSG00000188612	SUMO2	1
ENSG00000188613	NANOS1	1
ENSG00000188620	HMX3	1
ENSG00000188624	IGFL3	1
ENSG00000188626	GOLGA8M	3
ENSG00000188629	ZNF177	7
ENSG00000188636	RTL6	1
ENSG00000188641	DPYD	4
ENSG00000188643	S100A16	2
ENSG00000188647	PTAR1	2
ENSG00000188649	CC2D2B	0
ENSG00000188655	RNASE9	1
ENSG00000188659	SAXO2	0
ENSG00000188672	RHCE	2
ENSG00000188674	C2orf80	0
ENSG00000188676	IDO2	1
ENSG00000188677	PARVB	2
ENSG00000188687	SLC4A5	2
ENSG00000188690	UROS	1
ENSG00000188691	OR56A5	1
ENSG00000188694	KRTAP24-1	1
ENSG00000188706	ZDHHC9	1
ENSG00000188707	ZBED6CL	0
ENSG00000188710	QRFP	1
ENSG00000188716	DUPD1	1
ENSG00000188725	SMIM15	1
ENSG00000188729	OSTN	1
ENSG00000188730	VWC2	1
ENSG00000188732	FAM221A	1
ENSG00000188735	TMEM120B	1
ENSG00000188738	FSIP2	5
ENSG00000188739	RBM34	2
ENSG00000188747	NOXA1	3
ENSG00000188760	TMEM198	1
ENSG00000188761	BCL2L15	0
ENSG00000188763	FZD9	2
ENSG00000188766	SPRED3	2
ENSG00000188770	OPTC	1
ENSG00000188771	PLET1	0
ENSG00000188778	ADRB3	1
ENSG00000188779	SKOR1	2
ENSG00000188782	CATSPER4	1
ENSG00000188783	PRELP	4
ENSG00000188784	PLA2G2E	1
ENSG00000188785	ZNF548	5
ENSG00000188786	MTF1	0
ENSG00000188800	TMCO2	1
ENSG00000188803	SHISA6	1
ENSG00000188807	TMEM201	2
ENSG00000188811	NHLRC3	1
ENSG00000188816	HMX2	1
ENSG00000188817	SNTN	0
ENSG00000188818	ZDHHC11	1
ENSG00000188820	FAM26F	1
ENSG00000188822	CNR2	1
ENSG00000188827	SLX4	2
ENSG00000188828	GLRA4	2
ENSG00000188833	ENTPD8	2
ENSG00000188846	RPL14	1
ENSG00000188848	BEND4	1
ENSG00000188859	FAM78B	0
ENSG00000188868	ZNF563	3
ENSG00000188869	TMC3	1
ENSG00000188878	FBF1	0
ENSG00000188883	KLRG2	1
ENSG00000188886	ASTL	1
ENSG00000188895	MSL1	2
ENSG00000188897	AC099489.1	2
ENSG00000188906	LRRK2	5
ENSG00000188909	BSX	1
ENSG00000188910	GJB3	1
ENSG00000188916	FAM196A	2
ENSG00000188917	TRMT2B	1
ENSG00000188921	HACD4	1
ENSG00000188931	CFAP126	0
ENSG00000188937	NYX	2
ENSG00000188938	FAM120AOS	0
ENSG00000188958	UTS2B	1
ENSG00000188959	C9orf152	1
ENSG00000188976	NOC2L	1
ENSG00000188981	MSANTD1	1
ENSG00000188984	AADACL3	2
ENSG00000188986	NELFB	1
ENSG00000188991	SLC15A5	1
ENSG00000188992	LIPI	1
ENSG00000188993	LRRC66	2
ENSG00000188994	ZNF292	0
ENSG00000188996	HUS1B	1
ENSG00000188997	KCTD21	1
ENSG00000189001	SBSN	0
ENSG00000189007	ADAT2	1
ENSG00000189013	KIR2DL4	2
ENSG00000189023	MAGEB16	2
ENSG00000189030	VHLL	1
ENSG00000189037	DUSP21	1
ENSG00000189042	ZNF567	10
ENSG00000189043	NDUFA4	1
ENSG00000189045	ANKDD1B	3
ENSG00000189046	ALKBH2	1
ENSG00000189050	RNFT1	1
ENSG00000189051	RNF222	1
ENSG00000189052	CGB5	1
ENSG00000189056	RELN	1
ENSG00000189057	FAM111B	1
ENSG00000189058	APOD	1
ENSG00000189060	H1F0	1
ENSG00000189064	GAGE2A	1
ENSG00000189067	LITAF	1
ENSG00000189068	VSTM1	1
ENSG00000189077	TMEM120A	2
ENSG00000189079	ARID2	2
ENSG00000189090	FAM25G	1
ENSG00000189091	SF3B3	2
ENSG00000189099	PRSS48	1
ENSG00000189108	IL1RAPL2	3
ENSG00000189114	BLOC1S3	1
ENSG00000189120	SP6	2
ENSG00000189127	ANKRD34B	2
ENSG00000189129	PLAC9	1
ENSG00000189132	FAM47B	4
ENSG00000189134	NKAPL	1
ENSG00000189139	FSCB	0
ENSG00000189143	CLDN4	1
ENSG00000189144	ZNF573	12
ENSG00000189152	GRAPL	2
ENSG00000189157	FAM47E	1
ENSG00000189159	JPT1	1
ENSG00000189164	ZNF527	7
ENSG00000189167	ZAR1L	1
ENSG00000189169	KRTAP10-12	2
ENSG00000189171	S100A13	1
ENSG00000189180	ZNF33A	8
ENSG00000189181	OR14I1	1
ENSG00000189182	KRT77	2
ENSG00000189184	PCDH18	6
ENSG00000189186	DCAF8L2	3
ENSG00000189190	ZNF600	8
ENSG00000189195	BTBD8	3
ENSG00000189221	MAOA	1
ENSG00000189227	C15orf61	1
ENSG00000189233	NUGGC	1
ENSG00000189241	TSPYL1	1
ENSG00000189252	SPANXN3	1
ENSG00000189253	TRIM64B	2
ENSG00000189266	PNRC2	1
ENSG00000189269	DRICH1	0
ENSG00000189280	GJB5	1
ENSG00000189283	FHIT	1
ENSG00000189292	ALKAL2	1
ENSG00000189298	ZKSCAN3	5
ENSG00000189299	FOXR2	1
ENSG00000189306	RRP7A	1
ENSG00000189308	LIN54	2
ENSG00000189319	FAM53B	1
ENSG00000189320	FAM180A	1
ENSG00000189325	C6orf222	1
ENSG00000189326	SPANXN4	1
ENSG00000189334	S100A14	1
ENSG00000189337	KAZN	3
ENSG00000189339	SLC35E2B	1
ENSG00000189350	TOGARAM2	1
ENSG00000189357	SPATA31D4	2
ENSG00000189362	NEMP2	1
ENSG00000189366	ALG1L	0
ENSG00000189367	KIAA0408	1
ENSG00000189369	GSPT2	4
ENSG00000189375	TBC1D28	1
ENSG00000189376	C8orf76	0
ENSG00000189377	CXCL17	1
ENSG00000189401	OTUD6A	1
ENSG00000189403	HMGB1	2
ENSG00000189409	MMP23B	2
ENSG00000189410	SH2D5	1
ENSG00000189420	ZFP92	6
ENSG00000189430	NCR1	0
ENSG00000189431	RASSF10	0
ENSG00000189433	GJB4	1
ENSG00000196071	OR2L13	1
ENSG00000196072	BLOC1S2	1
ENSG00000196074	SYCP2	0
ENSG00000196081	ZNF724	9
ENSG00000196083	IL1RAP	2
ENSG00000196090	PTPRT	5
ENSG00000196091	MYBPC1	10
ENSG00000196092	PAX5	2
ENSG00000196098	OR5K4	1
ENSG00000196099	OR6M1	1
ENSG00000196104	SPOCK3	3
ENSG00000196109	ZNF676	5
ENSG00000196110	ZNF699	12
ENSG00000196116	TDRD7	5
ENSG00000196118	CCDC189	2
ENSG00000196119	OR8A1	1
ENSG00000196123	KIAA0895L	1
ENSG00000196126	HLA-DRB1	2
ENSG00000196131	VN1R2	1
ENSG00000196132	MYT1	9
ENSG00000196136	SERPINA3	1
ENSG00000196139	AKR1C3	1
ENSG00000196141	SPATS2L	2
ENSG00000196150	ZNF250	5
ENSG00000196151	WDSUB1	9
ENSG00000196152	ZNF79	8
ENSG00000196154	S100A4	1
ENSG00000196155	PLEKHG4	1
ENSG00000196156	KRTAP4-3	3
ENSG00000196159	FAT4	37
ENSG00000196166	C8orf86	0
ENSG00000196169	KIF19	1
ENSG00000196171	OR6K2	1
ENSG00000196172	ZNF681	7
ENSG00000196177	ACADSB	3
ENSG00000196182	STK40	1
ENSG00000196184	OR10J1	1
ENSG00000196187	TMEM63A	3
ENSG00000196188	CTSE	2
ENSG00000196189	SEMA4A	2
ENSG00000196196	HRCT1	1
ENSG00000196199	MPHOSPH8	3
ENSG00000196208	GREB1	1
ENSG00000196209	SIRPB2	2
ENSG00000196214	ZNF766	6
ENSG00000196218	RYR1	15
ENSG00000196220	SRGAP3	3
ENSG00000196224	KRTAP5-3	0
ENSG00000196227	FAM217B	1
ENSG00000196228	SULT1C3	1
ENSG00000196230	TUBB	2
ENSG00000196233	LCOR	1
ENSG00000196235	SUPT5H	4
ENSG00000196236	XPNPEP3	2
ENSG00000196240	OR2T2	1
ENSG00000196242	OR2C3	1
ENSG00000196247	ZNF107	12
ENSG00000196248	OR10S1	1
ENSG00000196260	SFTA2	1
ENSG00000196262	PPIA	1
ENSG00000196263	ZNF471	5
ENSG00000196266	OR10J3	1
ENSG00000196267	ZNF836	16
ENSG00000196268	ZNF493	6
ENSG00000196275	GTF2IRD2	2
ENSG00000196277	GRM7	3
ENSG00000196284	SUPT3H	1
ENSG00000196289	BECN2	1
ENSG00000196290	NIF3L1	1
ENSG00000196296	ATP2A1	5
ENSG00000196305	IARS	2
ENSG00000196312	MFSD14C	1
ENSG00000196313	POM121	1
ENSG00000196323	ZBTB44	4
ENSG00000196329	GIMAP5	1
ENSG00000196335	STK31	2
ENSG00000196337	CGB7	1
ENSG00000196338	NLGN3	1
ENSG00000196341	OR8D1	1
ENSG00000196344	ADH7	2
ENSG00000196345	ZKSCAN7	8
ENSG00000196350	ZNF729	18
ENSG00000196352	CD55	4
ENSG00000196353	CPNE4	3
ENSG00000196357	ZNF565	10
ENSG00000196358	NTNG2	4
ENSG00000196361	ELAVL3	3
ENSG00000196363	WDR5	7
ENSG00000196365	LONP1	3
ENSG00000196367	TRRAP	2
ENSG00000196368	NUDT11	1
ENSG00000196369	SRGAP2B	1
ENSG00000196371	FUT4	2
ENSG00000196372	ASB13	3
ENSG00000196376	SLC35F1	1
ENSG00000196378	ZNF34	5
ENSG00000196381	ZNF781	1
ENSG00000196383	OR4Q2	1
ENSG00000196387	ZNF140	7
ENSG00000196388	INCA1	1
ENSG00000196391	ZNF774	9
ENSG00000196396	PTPN1	1
ENSG00000196405	EVL	2
ENSG00000196406	SPANXD	1
ENSG00000196407	THEM5	1
ENSG00000196408	NOXO1	2
ENSG00000196411	EPHB4	7
ENSG00000196415	PRTN3	1
ENSG00000196417	ZNF765	6
ENSG00000196418	ZNF124	6
ENSG00000196419	XRCC6	4
ENSG00000196420	S100A5	1
ENSG00000196421	C20orf204	0
ENSG00000196422	PPP1R26	1
ENSG00000196427	NBPF4	4
ENSG00000196428	TSC22D2	1
ENSG00000196431	CRYBA4	2
ENSG00000196433	ASMT	3
ENSG00000196436	NPIPB15	3
ENSG00000196437	ZNF569	14
ENSG00000196440	ARMCX4	1
ENSG00000196449	YRDC	1
ENSG00000196453	ZNF777	3
ENSG00000196455	PIK3R4	3
ENSG00000196456	ZNF775	4
ENSG00000196458	ZNF605	7
ENSG00000196459	TRAPPC2	1
ENSG00000196460	RFX8	1
ENSG00000196465	MYL6B	0
ENSG00000196466	ZNF799	7
ENSG00000196468	FGF16	1
ENSG00000196470	SIAH1	1
ENSG00000196475	GK2	2
ENSG00000196476	C20orf96	1
ENSG00000196482	ESRRG	2
ENSG00000196497	IPO4	2
ENSG00000196498	NCOR2	2
ENSG00000196502	SULT1A1	1
ENSG00000196503	ARL9	1
ENSG00000196504	PRPF40A	7
ENSG00000196505	GDAP2	2
ENSG00000196507	TCEAL3	1
ENSG00000196510	ANAPC7	2
ENSG00000196511	TPK1	2
ENSG00000196517	SLC6A9	1
ENSG00000196526	AFAP1	2
ENSG00000196531	NACA	1
ENSG00000196535	MYO18A	4
ENSG00000196539	OR2T3	1
ENSG00000196542	SPTSSB	1
ENSG00000196544	BORCS6	1
ENSG00000196547	MAN2A2	3
ENSG00000196549	MME	2
ENSG00000196550	FAM72A	1
ENSG00000196553	LINC00238	0
ENSG00000196557	CACNA1H	4
ENSG00000196562	SULF2	2
ENSG00000196565	HBG2	1
ENSG00000196569	LAMA2	26
ENSG00000196570	PFN3	1
ENSG00000196576	PLXNB2	6
ENSG00000196578	OR5AC2	1
ENSG00000196581	AJAP1	1
ENSG00000196584	XRCC2	1
ENSG00000196586	MYO6	2
ENSG00000196588	MKL1	4
ENSG00000196589	MBD3L2B	2
ENSG00000196591	HDAC2	1
ENSG00000196597	ZNF782	11
ENSG00000196600	SLC22A25	1
ENSG00000196604	POTEF	4
ENSG00000196605	ZNF846	11
ENSG00000196611	MMP1	6
ENSG00000196616	ADH1B	2
ENSG00000196620	UGT2B15	1
ENSG00000196628	TCF4	1
ENSG00000196632	WNK3	2
ENSG00000196636	SDHAF3	1
ENSG00000196639	HRH1	1
ENSG00000196642	RABL6	1
ENSG00000196646	ZNF136	7
ENSG00000196652	ZKSCAN5	7
ENSG00000196653	ZNF502	8
ENSG00000196655	TRAPPC4	2
ENSG00000196659	TTC30B	0
ENSG00000196660	SLC30A10	1
ENSG00000196661	OR8B3	1
ENSG00000196663	TECPR2	3
ENSG00000196664	TLR7	5
ENSG00000196666	FAM180B	1
ENSG00000196670	ZFP62	19
ENSG00000196678	ERI2	2
ENSG00000196683	TOMM7	1
ENSG00000196684	HSH2D	1
