Cancer,TCGA_barcode,Gene_A,Gene_B,Chr_A,Chr_B,Strand_A,Strand_B,Discordant_Pairs,JSR,perfect_JSR,Evalue,Junction_A,Junction_B,Tier,Frame,TN,WGS_validation,Centrality,liftover_pos1,liftover_pos2
SARC,FX-A3TO-01A,DNAJC17,TRIP4,15,15,-1,1,63,30,28,0.89,41099567,64747196,tier1,Out-of-frame,4937,NA,0.3624,40807369,64454997
SARC,FX-A3TO-01A,EXOC2,GCNT2,6,6,-1,1,3,7,7,2.5,532469,10493053,tier1,CDS-5UTR,5895,NA,0.3581,532469,10492820
SARC,FX-A3TO-01A,FBXL20,BTBD1,17,15,-1,-1,7,10,10,1.2,37499433,83725297,tier1,In-frame,6301,NA,0.36161,39343180,83056545
SARC,FX-A3TO-01A,HS3ST3B1,TMEM92,17,17,1,1,2,3,3,0.53,14205389,48355917,tier3,In-frame,7965,NA,0.34015,14302072,50278556
SARC,FX-A3TO-01A,IQGAP1,RASGRF1,15,15,1,-1,7,4,4,1.6,90934105,79298776,tier1,In-frame,8315,NA,0.38698,90390873,79006434
SARC,FX-A3TO-01A,KLHL11,MARCH10,17,17,-1,-1,4,2,2,0.072,40021079,60879113,tier1,CDS-5UTR,9056,NA,NA,41864826,62801752
SARC,FX-A3TO-01A,MPRIP,OAZ2,17,15,1,-1,25,4,4,0.024,16946285,64982748,tier1,NA,10629,NA,0.36801,17042971,64690549
SARC,FX-A3TO-01A,PLAUR,WDR45,19,X,-1,-1,49,7,7,1.1,44169468,48935771,tier1,CDS-5UTR,12951,NA,0.37381,43665316,49078112
SARC,FX-A3TO-01A,PLXDC1,ACE,17,17,-1,1,14,12,12,0.26,37307615,61566009,tier1,In-frame,13054,NA,0.35849,39151362,63488648
SARC,FX-A3TO-01A,POM121C,C7orf42,7,7,-1,1,5,20,19,0.88,75113475,66406835,tier1,NA,13184,NA,NA,75484198,66941848
SARC,FX-A3TO-01A,PYGO1,FBN1,15,15,-1,-1,24,5,4,0.29,55880033,48791235,tier1,In-frame,13999,NA,NA,55587835,48499038
SARC,FX-A3TO-01A,SCAPER,GLCE,15,15,-1,1,3,2,2,0.023,77092589,69548133,tier1,CDS-5UTR,15384,NA,NA,76800248,69255794
SARC,FX-A3TO-01A,SOX5,SPSB2,12,12,-1,-1,2,8,8,0.37,23998917,6991451,tier2,NA,16623,NA,NA,23845983,6882287
SARC,FX-A3TO-01A,TEAD1,INSC,11,11,1,1,19,10,10,0.29,12904672,15222370,tier1,In-frame,17630,NA,NA,12883125,15200824
SARC,FX-A3TO-01A,TEAD4,ERC1,12,12,1,1,8,2,2,0.16,3069206,1553728,tier1,5UTR-CDS,17641,NA,NA,2960040,1444562
SARC,FX-A48G-01A,COL4A2,NUBPL,13,14,1,1,2,2,1,8.3,110960470,32068495,tier2,In-frame,4031,non-validated,0.36114,110308123,31599289
SARC,FX-A48G-01A,NSFL1C,HOOK2,20,19,-1,-1,6,1,1,1.2,1447365,12885711,tier4,In-frame,11791,non-validated,0.36909,1466720,12774897
SARC,FX-A48G-01A,RPTOR,GPC3,17,X,1,-1,11,4,4,0.18,78519591,133087238,tier1,Out-of-frame,15107,non-validated,NA,80545791,133953211
SARC,FX-A48G-01A,SETD2,RBM6,3,3,-1,1,439,702,654,0.35,47205344,50112634,tier1,In-frame,15695,validated,NA,47163854,50075201
SARC,FX-A76Y-01A,ACTR10,MKX,14,10,1,-1,11,29,28,0.019,58667012,27964483,tier1,Out-of-frame,385,NA,0.3585,58200294,27675554
SARC,FX-A76Y-01A,AS3MT,HERC4,10,10,1,-1,8,1,1,0.11,104636792,69716733,tier2,In-frame,1472,NA,0.34766,102877035,67956976
SARC,FX-A76Y-01A,MYPN,PLXDC2,10,10,1,1,3,6,5,0.66,69918384,20453397,tier1,Out-of-frame,11019,NA,0.36071,68158627,20164468
SARC,FX-A76Y-01A,NT5C2,DLEU1,10,13,-1,1,72,44,39,2.2,104899163,50678840,tier1,In-frame,11817,NA,0.36654,103139406,50104704
SARC,FX-A76Y-01A,PLXDC2,PDCD11,10,10,1,1,12,6,4,0.058,20466338,105182745,tier1,Out-of-frame,13057,NA,0.35527,20177409,103422988
SARC,HB-A2OT-01A,C1orf183,DHRS3,1,1,-1,-1,56,45,43,0.37,112281808,12640694,tier1,In-frame,2596,NA,NA,111739186,12580666
SARC,HB-A2OT-01A,CREBBP,WRAP53,16,17,-1,1,16,4,3,0.036,3860604,7591966,tier1,CDS-5UTR,4213,NA,0.38552,3810603,7688648
SARC,HB-A2OT-01A,FRYL,UNC13B,4,9,-1,1,2,2,2,2.6,48712536,35366944,tier3,5UTR-CDS,6803,NA,0.37152,48710519,35366947
SARC,HB-A2OT-01A,IGFBPL1,KIAA1539,9,9,-1,-1,3,3,3,0.78,38413234,35108734,tier1,CDS-5UTR,8123,NA,0.35163,38413237,35108737
SARC,HB-A2OT-01A,MYH10,TEKT3,17,17,-1,-1,48,35,32,0.14,8492399,15217547,tier1,In-frame,10887,NA,0.37327,8589081,15314230
SARC,HB-A2OT-01A,NXN,PRPSAP2,17,17,-1,1,3,1,1,2.7,882559,18832124,tier3,In-frame,11973,NA,0.34721,979319,18928811
SARC,HB-A2OT-01A,RPAIN,STX8,17,17,1,-1,108,55,3,100,5326149,9153962,tier4,In-frame,14968,NA,NA,5422829,9250645
SARC,HB-A3L4-01A,ADCY9,SPG20,16,13,-1,-1,12,5,4,0.003,4033233,36903654,tier1,Out-of-frame,484,NA,0.36254,3983232,36329517
SARC,HB-A3L4-01A,DENND1A,CDK5RAP2,9,9,-1,-1,13,5,5,1.1,126519982,123334319,tier1,In-frame,4692,NA,0.35986,123757703,120572041
SARC,HB-A3L4-01A,FBXW2,NXNL2,9,9,-1,1,12,8,8,1.2,123550047,91190002,tier1,CDS-3UTR,6369,NA,0.36472,120787769,88575087
SARC,HB-A3L4-01A,MYLK,PARP1,3,1,-1,-1,2,193,141,0.033,123331145,224102800,tier4,NA,10933,NA,0.39236,123612298,223915098
SARC,HB-A3YV-01A,AKAP12,ASCC3,6,6,1,-1,25,52,46,2.5,151561859,101037935,tier2,Out-of-frame,724,NA,0.375,151240724,100590059
SARC,HB-A3YV-01A,ALX4,LMX1A,11,1,-1,-1,5,4,4,0.21,44331147,165183050,tier1,In-frame,851,NA,0.37287,44309597,165213813
SARC,HB-A3YV-01A,ASCC3,WASF1,6,6,-1,-1,6,4,4,0.94,101315784,110448832,tier1,CDS-5UTR,1512,NA,0.37329,100867908,110127629
SARC,HB-A3YV-01A,ATRX,ABCB7,X,X,-1,-1,7,3,2,0.27,77041468,74334669,tier1,Out-of-frame,1792,NA,0.37697,77785982,75114834
SARC,HB-A3YV-01A,C12orf66,NXF3,12,X,-1,-1,5,8,6,0.19,64609458,102339811,tier1,Out-of-frame,2452,NA,NA,64215678,103084883
SARC,HB-A3YV-01A,C12orf66,USP15,12,12,-1,1,2,2,1,0.13,64609458,62810878,tier2,NA,2453,NA,NA,64215678,62417098
SARC,HB-A3YV-01A,C6orf168,C12orf28,6,12,-1,1,3,1,1,2.7,99781227,70249060,tier2,CDS-5UTR,2753,NA,NA,99333351,69855280
SARC,HB-A3YV-01A,C6orf186,REPS1,6,6,-1,-1,5,6,6,0.18,110679158,139251235,tier1,Out-of-frame,2757,NA,NA,110357955,138930098
SARC,HB-A3YV-01A,CNKSR3,PLP1,6,X,-1,1,2,4,4,4.5,154831197,103031781,tier2,CDS-5UTR,3907,NA,0.34729,154510063,103776853
SARC,HB-A3YV-01A,CPSF6,LAMA2,12,6,1,1,28,20,19,0.66,69633486,129498851,tier1,Out-of-frame,4156,NA,0.37043,69239706,129177706
SARC,HB-A3YV-01A,EEF2,EEA1,19,12,-1,-1,2,60,49,3.9,3976055,93229203,tier3,NA,5303,NA,0.37534,3976057,92835427
SARC,HB-A3YV-01A,ESR1,SIM1,6,6,1,-1,7,3,2,0.16,152023140,100841765,tier1,5UTR-CDS,5830,NA,0.38717,151702005,100393889
SARC,HB-A3YV-01A,EVC2,CPM,4,12,-1,-1,3,2,2,1.1,5710013,69236109,tier1,NA,5882,NA,0.34697,5708286,68842329
SARC,HB-A3YV-01A,FRS2,TBC1D30,12,12,1,1,111,35,33,0.52,69864310,65230270,tier1,5UTR-CDS,6789,NA,0.37711,69470530,64836490
SARC,HB-A3YV-01A,GNA11,TMCO3,19,13,1,1,27,23,22,0.6,3094785,114174931,tier1,In-frame,7157,NA,0.37473,3094787,113520616
SARC,HB-A3YV-01A,GRIK2,RNF217,6,6,1,1,36,58,49,0.16,102376507,125366357,tier1,In-frame,7451,NA,0.36274,101928632,125045211
SARC,HB-A3YV-01A,GRIK2,WASF1,6,6,1,-1,8,11,10,2,102134228,110448832,tier1,CDS-5UTR,7452,NA,0.36985,101686353,110127629
SARC,HB-A3YV-01A,GRIP1,TMEM5,12,12,-1,1,29,10,10,0.36,66990627,64199014,tier1,Out-of-frame,7461,NA,0.36432,66596847,63805234
SARC,HB-A3YV-01A,IL20RA,CPM,6,12,-1,-1,3,2,1,0.83,137365229,69279669,tier2,5UTR-CDS,8179,NA,0.34418,137044092,68885889
SARC,HB-A3YV-01A,KIAA1244,GRIK2,6,6,1,1,11,5,5,0.21,138601301,102483216,tier1,Out-of-frame,8840,NA,0.3624,138280164,102035341
SARC,HB-A3YV-01A,LAMA2,GRIK2,6,6,1,1,27,14,13,1.7,129513998,102124498,tier1,Out-of-frame,9181,NA,0.3705,129192853,101676623
SARC,HB-A3YV-01A,LAMA2,SLC11A2,6,12,1,-1,4,5,5,0.034,129513998,51404549,tier1,Out-of-frame,9183,NA,0.36522,129192853,51010766
SARC,HB-A3YV-01A,MAML3,C6orf97,4,6,-1,1,6,8,8,0.82,140810511,151869439,tier1,In-frame,9788,NA,NA,139889357,151548304
SARC,HB-A3YV-01A,NHSL1,LAMA2,6,6,-1,1,3,1,1,0.74,139013613,129475650,tier2,NA,11537,NA,0.36428,138692476,129154505
SARC,HB-A3YV-01A,PDP1,INA,8,10,1,1,6,5,4,0.5,94929307,105046792,tier1,5UTR-CDS,12561,NA,0.35953,93917079,103287035
SARC,HB-A3YV-01A,PLP1,SCAF8,X,6,1,1,17,11,11,0.16,103031927,155095123,tier1,Out-of-frame,13043,NA,0.341,103776999,154773989
SARC,HB-A3YV-01A,RBPJ,SEL1L3,4,4,1,-1,3,6,6,0.26,26322670,25835191,tier1,In-frame,14494,NA,NA,26321048,25833569
SARC,HB-A3YV-01A,RMND1,MTHFD1L,6,6,-1,1,296,190,179,0.24,151773151,151226786,tier1,5UTR-CDS,14712,NA,NA,151452016,150905650
SARC,HB-A3YV-01A,RNASEH2B,AGXT2,13,5,1,-1,3,13,12,1.6,51484276,35014224,tier1,Out-of-frame,14722,NA,NA,50910140,35014119
SARC,HB-A3YV-01A,SCAF8,IL20RA,6,6,1,-1,55,37,33,0.052,155114110,137338240,tier1,In-frame,15367,NA,NA,154792976,137017103
SARC,HB-A3YV-01A,SYNE1,ESR1,6,6,-1,1,17,8,7,0.15,152565672,152415520,tier1,Out-of-frame,17240,NA,NA,152244537,152094385
SARC,HB-A3YV-01A,SYT1,PPFIA2,12,12,1,-1,9,20,20,0.26,79441142,81851645,tier1,5UTR-CDS,17272,NA,NA,79047362,81457866
SARC,HB-A3YV-01A,TBC1D30,PLP1,12,X,1,1,4,2,2,0.24,65222289,103031781,tier1,5UTR-5UTR,17493,NA,NA,64828509,103776853
SARC,HB-A3YV-01A,TXNRD2,EVX1,22,7,-1,1,4,6,6,0.025,19918553,27284667,tier1,In-frame,18996,NA,NA,19931030,27245048
SARC,HB-A3YV-01A,USP15,DPY19L2,12,12,1,-1,8,16,15,0.69,62719714,63977616,tier1,In-frame,19314,NA,NA,62325933,63583836
SARC,HB-A3YV-01A,UTRN,WIF1,6,12,1,-1,16,5,4,0.28,144809970,65471634,tier1,In-frame,19468,NA,NA,144488834,65077854
SARC,HB-A3YV-01A,VMP1,TK1,17,17,1,-1,53,68,63,0.43,57785109,76171699,tier1,5UTR-CDS,19598,NA,NA,59707748,78175618
SARC,HB-A3YV-01A,WDFY3,PLAGL1,4,6,-1,-1,19,24,23,0.92,85887362,144290115,tier1,5UTR-5UTR,19750,NA,NA,84966209,143968978
SARC,HB-A3YV-01A,ZDHHC17,SYT1,12,12,1,1,14,6,6,0.9,77199219,79371579,tier1,CDS-5UTR,20209,NA,NA,76805439,78977799
SARC,HB-A43Z-01A,SARNP,MMP19,12,12,-1,-1,5,14,13,0.96,56211450,56236222,tier1,In-frame,15310,non-validated,NA,55817666,55842438
SARC,HB-A43Z-01A,SLC8A1,SRSF7,2,2,-1,-1,8,5,5,1.9,40655613,38977336,tier1,Out-of-frame,16296,non-validated,NA,40428473,38750194
SARC,HB-A43Z-01A,TBCD,HLCS,17,21,1,-1,70,33,27,0.084,80888519,38139586,tier1,In-frame,17519,validated,NA,82930643,36767285
SARC,HB-A5W3-01A,SCMH1,HOOK3,1,8,-1,1,11,2,2,1.3,41578955,42761316,tier1,Out-of-frame,15418,validated,NA,41113283,42906173
SARC,HS-A5N7-01A,AMFR,PLLP,16,16,-1,-1,6,3,2,2.3,56435645,57295982,tier1,Out-of-frame,874,NA,0.36247,56401733,57262070
SARC,HS-A5N7-01A,NUDT21,BBS2,16,16,-1,-1,300,252,236,0.13,56473569,56518779,tier1,Out-of-frame,11866,NA,0.36688,56439657,56484867
SARC,HS-A5N8-01A,ACTN4,EIF3K,19,19,1,1,64,57,50,0.18,39138547,39116668,tier1,In-frame,379,NA,0.375,38647907,38626028
SARC,HS-A5N8-01A,ARL15,ITGA1,5,5,-1,1,6,1,1,0.005,53409032,52243175,tier4,In-frame,1396,NA,0.37628,54113202,52947345
SARC,HS-A5N8-01A,FAM168A,SYT12,11,11,-1,1,10,10,8,0.34,73122439,66807282,tier1,In-frame,6091,NA,0.34719,73411394,67039811
SARC,HS-A5N8-01A,KAT6B,KIAA1267,10,17,1,-1,19,10,8,1.6,76603236,44111651,tier1,In-frame,8546,NA,0.34949,74843478,46034285
SARC,HS-A5N9-01A,KPNA6,TRAIP,1,3,1,-1,15,46,44,0.53,32573735,49885633,tier1,Out-of-frame,9108,NA,0.36887,32108134,49848200
SARC,HS-A5N9-01A,PRKCA,PI4KA,17,22,1,-1,2,1,1,0.032,64302245,21161746,tier3,Out-of-frame,13544,NA,0.38383,66306127,20807458
SARC,HS-A5N9-01A,SLC25A13,GTPBP10,7,7,-1,1,5,4,4,3,95951254,89982130,tier1,In-frame,16087,NA,NA,96321942,90352816
SARC,HS-A5N9-01A,SVIL,KIAA1217,10,10,-1,1,3,2,2,0.18,29975482,24508555,tier1,5UTR-5UTR,17218,NA,NA,29686553,24219626
SARC,HS-A5N9-01A,XPC,DAG1,3,3,-1,1,37,15,14,2.8,14219966,49547852,tier1,CDS-5UTR,19954,NA,NA,14178466,49510419
SARC,HS-A5N9-01A,ZNF627,METTL4,19,18,1,-1,5,1,1,1.3,11708445,2567653,tier3,CDS-5UTR,20597,NA,NA,11597630,2567654
SARC,HS-A5N9-01A,ZNF763,RAD23A,19,19,1,1,412,107,90,1.4,12036088,13063503,tier1,In-frame,20653,NA,NA,11925273,12952689
SARC,HS-A5NA-01A,NBEA,FNDC3A,13,13,1,1,7,6,6,0.2,35806756,49688791,tier1,In-frame,11120,NA,0.37039,35232619,49114655
SARC,HS-A5NA-01A,PAN3,FLT3,13,13,1,-1,4,6,6,0.19,28713224,28644749,tier1,5UTR-CDS,12231,NA,0.3767,28139087,28070612
SARC,HS-A5NA-01A,PPM1G,LPAR1,2,9,-1,-1,2,2,2,0.3,27609956,113735838,tier3,CDS-5UTR,13317,NA,0.3627,27387089,110973558
SARC,IE-A3OV-01A,ATP11B,CCDC39,3,3,1,-1,12,9,8,0.33,182577147,180499912,tier1,NA,1676,NA,0.34825,182859359,180782124
SARC,IE-A3OV-01A,CCDC39,PECR,3,2,-1,-1,3,1,1,0.29,180565295,216930200,tier2,NA,3138,NA,0.35255,180847507,216065477
SARC,IE-A3OV-01A,CIZ1,SLC16A3,9,17,-1,1,5,2,2,0.23,130938630,80193859,tier1,CDS-5UTR,3742,NA,0.35998,128176351,82235983
SARC,IE-A3OV-01A,FOXK2,ABR,17,17,1,-1,12,8,8,0.086,80545148,986867,tier1,Out-of-frame,6653,NA,0.3596,82587272,1083627
SARC,IE-A3OV-01A,FOXK2,SPECC1,17,17,1,1,51,28,26,1.5,80529746,19999944,tier1,CDS-5UTR,6666,NA,0.35395,82571870,20096631
SARC,IE-A3OV-01A,FXR2,CAB39L,17,13,-1,-1,34,7,7,0.39,7506227,49957077,tier1,CDS-5UTR,6842,NA,0.36452,7602909,49382941
SARC,IE-A3OV-01A,KLHL24,MARCH7,3,2,1,1,43,13,12,0.042,183369064,160619391,tier1,Out-of-frame,9066,NA,NA,183651276,159762880
SARC,IE-A3OV-01A,MEGF8,ITPKC,19,19,1,1,5,3,3,0.031,42875634,41231245,tier1,In-frame,10242,NA,0.34057,42371482,40725340
SARC,IE-A3OV-01A,MXRA8,SUPT16H,1,14,-1,-1,2,9,8,0.44,1288072,21829491,tier3,3UTR-CDS,10873,NA,0.37211,1352692,21361332
SARC,IE-A3OV-01A,PPP2R4,PAX5,9,9,1,-1,2,3,3,0.86,131911224,37034103,tier2,3UTR-5UTR,13406,NA,0.37136,129148945,37034106
SARC,IE-A3OV-01A,RPS6KA2,KIFC1,6,6,-1,1,8,3,3,0.17,167040409,33365806,tier1,In-frame,15046,NA,NA,166626921,33398029
SARC,IE-A3OV-01A,SETDB2,AATF,13,17,1,1,9,4,3,0.47,50018993,35413901,tier1,5UTR-CDS,15714,NA,NA,49444857,37056601
SARC,IE-A3OV-01A,SMAD7,CTIF,18,18,-1,1,20,11,10,0.64,46474754,46162985,tier1,Out-of-frame,16351,NA,NA,48948384,48636614
SARC,IE-A3OV-01A,SMG6,RECK,17,9,-1,1,4,1,1,1.1,2139786,36107973,tier2,In-frame,16422,NA,NA,2236492,36107976
SARC,IE-A3OV-01A,TIMM22,C17orf51,17,17,1,-1,21,9,9,0.011,902824,21438799,tier1,In-frame,17828,NA,NA,999584,21535538
SARC,IE-A3OV-01A,WDSUB1,FYTTD1,2,3,-1,1,19,5,5,0.87,160132057,197483297,tier1,In-frame,19819,NA,NA,159275546,197756426
SARC,IE-A3OV-01A,ZNF192,AC011500.1,6,19,1,1,4,2,1,3.1,28117402,40010786,tier2,CDS-3UTR,20391,NA,NA,28149624,39520146
SARC,IE-A4EH-01A,ITGA8,FAM188A,10,10,-1,-1,33,7,6,2.1,15713602,15889942,tier1,In-frame,8386,NA,0.36232,15671603,15847943
SARC,IE-A4EH-01A,TNS3,HUS1,7,7,-1,-1,5,2,2,0.8,47384353,48018413,tier1,In-frame,18413,NA,NA,47344755,47978816
SARC,IE-A4EH-01A,NAPA,PLAC1,19,X,-1,-1,112,88,82,100,48018100,133700770,tier1,CDS-5UTR,11087,NA,0.35082,47514843,134566740
SARC,IE-A4EH-01A,XPO4,ATP5SL,13,19,-1,-1,4,2,2,2.2,21381596,41985192,tier1,CDS-5UTR,19960,NA,NA,20807457,41479284
SARC,IE-A4EI-01A,PHF10,C6orf70,6,6,-1,1,2,2,2,1.6,170123941,170166734,tier3,In-frame,12697,non-validated,NA,169723845,169766638
SARC,IE-A4EJ-01A,DCUN1D4,IKZF1,4,7,1,1,19,19,19,3.3,52758017,50444231,tier1,Out-of-frame,4620,NA,0.37333,51891851,50376533
SARC,IE-A4EJ-01A,XYLT1,ABR,16,17,-1,-1,3,5,5,0.24,17352845,1028702,tier1,In-frame,20005,NA,NA,17258988,1125367
SARC,IE-A6BZ-01A,DUSP22,BEND6,6,6,1,1,48,21,19,0.95,311962,56846509,tier1,CDS-5UTR,5183,NA,0.3705,311962,56981711
SARC,IE-A6BZ-01A,LDLR,TNPO2,19,19,1,-1,12,3,3,0.98,11234020,12817609,tier1,In-frame,9272,NA,0.3745,11123344,12706795
SARC,IE-A6BZ-01A,METTL16,FXR2,17,17,-1,-1,12,4,4,0.004,2405498,7509467,tier1,Out-of-frame,10270,NA,0.36054,2502204,7606149
SARC,IE-A6BZ-01A,TAF2,CLVS1,8,8,-1,1,52,17,16,0.65,120843917,62412014,tier1,Out-of-frame,17323,NA,NA,119831677,61499455
SARC,IE-A6BZ-01A,VEGFA,NRD1,6,1,1,-1,74,36,33,0.49,43739049,52306186,tier1,Out-of-frame,19544,NA,NA,43771312,51840514
SARC,IF-A3RQ-01A,EPB41L2,PTPRK,6,6,-1,-1,3,7,4,0.024,131276245,128330413,tier1,Out-of-frame,5650,NA,0.37529,130955105,128009268
SARC,IF-A3RQ-01A,FRK,SYT1,6,12,-1,1,4,1,1,0.011,116288714,79611283,tier2,CDS-5UTR,6717,NA,0.37877,115967551,79217503
SARC,IF-A3RQ-01A,MAP3K13,FETUB,3,3,1,1,2,6,6,2,185003431,186369007,tier2,5UTR-CDS,9856,NA,0.36914,185285643,186651218
SARC,IF-A3RQ-01A,NHSL1,KIAA1244,6,6,-1,1,2,76,66,0.33,138817356,138491799,tier2,In-frame,11536,NA,0.34449,138496219,138170662
SARC,IF-A3RQ-01A,PTPRD,TRHDE,9,12,-1,1,2,5,2,0.004,8314247,72666463,tier3,3UTR-5UTR,13852,NA,0.36898,8314247,72272683
SARC,IF-A3RQ-01A,RAB3IP,AVIL,12,12,1,-1,5,4,4,0.002,70189124,58208009,tier1,In-frame,14092,NA,NA,69795344,57814226
SARC,IF-A3RQ-01A,TTC7B,SLC35F4,14,14,-1,-1,10,4,3,0.82,91196419,58048151,tier1,In-frame,18893,NA,NA,90730075,57581433
SARC,IF-A3RQ-01A,UTRN,HMGA2,6,12,1,1,14,10,10,1,145021379,66232299,tier1,In-frame,19458,NA,NA,144700243,65838519
SARC,IF-A4AJ-01A,SMCHD1,NDC80,18,18,1,1,79,85,78,0.67,2732490,2599018,tier1,In-frame,16403,non-validated,NA,2732492,2599019
SARC,IF-A4AK-01A,DOCK7,NMT2,1,10,-1,-1,5,4,4,0.73,63153898,15183556,tier1,In-frame,5045,NA,0.34872,62688227,15141557
SARC,IF-A4AK-01A,GRTP1,C21orf56,13,21,-1,-1,14,4,4,0.034,114009638,47581981,tier1,In-frame,7477,NA,NA,113355323,46162067
SARC,IF-A4AK-01A,LSS,EIF4ENIF1,21,22,-1,-1,4,3,3,0.58,47625750,31859953,tier1,Out-of-frame,9639,NA,0.3557,46205836,31463967
SARC,IF-A4AK-01A,PRPF38A,CDNF,1,10,1,-1,3,5,5,0.51,52876872,14870271,tier1,CDS-5UTR,13601,NA,0.34177,52411200,14828272
SARC,IF-A4AK-01A,RB1,FRYL,13,4,1,-1,6,2,2,0.048,49039504,48636507,tier1,CDS-5UTR,14403,NA,NA,48465368,48634490
SARC,IF-A4AK-01A,TET1,TMEM222,10,1,1,1,9,5,5,1.8,70411693,27660449,tier1,In-frame,17668,NA,NA,68651936,27333958
SARC,IS-A3K6-01A,ACBD6,CCDC122,1,13,-1,-1,6,2,2,100,180283827,44411565,tier1,Out-of-frame,254,NA,0.35124,180314692,43837429
SARC,IS-A3K7-01A,KDM2B,CORO1C,12,12,-1,-1,4,3,3,2.6,121877660,109095099,tier1,CDS-5UTR,8647,non-validated,0.35417,121439857,108701323
SARC,IS-A3K7-01A,MREG,SMARCAL1,2,2,-1,1,3,1,1,0.53,216861029,217332667,tier2,Out-of-frame,10643,non-validated,0.34988,215996306,216467944
SARC,IS-A3K7-01A,MREG,SPAG17,2,1,-1,-1,25,13,12,1.1,216877956,118496672,tier1,CDS-3UTR,10644,validated,0.33722,216013233,117954049
SARC,IS-A3KA-01A,PUM1,HNRNPR,1,1,-1,-1,3,1,1,1.8,31532051,23648156,tier2,In-frame,13941,validated,NA,31059204,23321663
SARC,IS-A3KA-01A,TTC28,NEFH,22,22,-1,1,2,1,1,0.037,28385866,29881712,tier3,Out-of-frame,18843,non-validated,NA,27989878,29485723
SARC,IW-A3M4-01A,PHTF2,KBTBD2,7,7,1,-1,2,1,1,0.68,77531237,32919554,tier3,CDS-5UTR,12770,non-validated,0.35642,77901920,32879942
SARC,IW-A3M5-01A,ASH1L,RIT1,1,1,-1,-1,8,2,2,0.12,155307880,155874595,tier1,In-frame,1526,non-validated,0.37804,155338089,155904804
SARC,IW-A3M5-01A,EXT1,SAMD12,8,8,-1,-1,6,2,2,0.75,119122324,119209971,tier1,Out-of-frame,5932,validated,0.36082,118110085,118197732
SARC,IW-A3M5-01A,ANKRD11,NAALADL2,16,3,-1,1,3,1,1,0.47,89357033,174951721,tier2,Out-of-frame,954,validated,0.37358,89290625,175233931
SARC,IW-A3M5-01A,LEPREL2,CCT5,12,5,1,1,2,48,43,0.34,6949010,10250033,tier3,3UTR-5UTR,9299,non-validated,0.36587,6839846,10249921
SARC,IW-A3M6-01A,ACTG2,ALK,2,2,1,-1,1072,594,556,0.46,74128564,29449940,tier1,Out-of-frame,368,NA,0.3835,73901437,29227074
SARC,IW-A3M6-01A,CHI3L1,THSD4,1,15,-1,1,2,125,109,0.17,203148059,72072881,tier3,3UTR-CDS,3675,NA,0.34662,203178931,71780542
SARC,IW-A3M6-01A,KCNAB1,KHDRBS1,3,1,1,1,2,6,6,1.4,156249286,32502511,tier3,In-frame,8565,NA,0.37952,156531497,32036910
SARC,IW-A3M6-01A,MMP14,CCT5,14,5,1,1,2,2,2,0.14,23316970,10250033,tier3,3UTR-5UTR,10544,NA,0.37158,22847761,10249921
SARC,IW-A3M6-01A,NUP205,SERPINA12,7,14,1,-1,50,5,5,0.13,135282166,94964767,tier1,CDS-5UTR,11931,NA,0.34982,135597418,94498430
SARC,IW-A3M6-01A,S100A6,THSD4,1,15,-1,1,2,184,160,2.7,153507075,72072881,tier3,3UTR-CDS,15242,NA,NA,153534599,71780542
SARC,JV-A5VE-01A,AEBP2,LMO3,12,12,1,-1,15,7,7,0.04,19646920,16753802,tier1,CDS-5UTR,560,NA,0.37372,19493986,16600868
SARC,JV-A5VE-01A,CCDC25,PLEKHG4B,8,5,-1,1,3,1,1,0.12,27630030,143162,tier2,In-frame,3135,NA,0.34034,27772513,143047
SARC,JV-A5VE-01A,GLOD4,NPLOC4,17,17,-1,-1,16,14,14,0.43,673109,79589304,tier1,In-frame,7118,NA,0.34282,769869,81622278
SARC,JV-A5VF-01A,TSPAN9,TMEM200A,12,6,1,1,3,2,2,0.77,3186619,130761552,tier1,5UTR-5UTR,18817,NA,NA,3077453,130440407
SARC,JV-A75J-01A,AKNA,ENOX1,9,13,-1,-1,2,13,11,0.005,117150140,44241680,tier2,5UTR-5UTR,754,NA,0.36605,114387860,43667544
SARC,JV-A75J-01A,BTAF1,HOGA1,10,10,1,1,13,12,8,0.051,93713630,99361614,tier1,Out-of-frame,2253,NA,0.36283,91953873,97601857
SARC,JV-A75J-01A,EIF2AK1,PHF14,7,7,-1,1,18,19,17,0.68,6094177,11091239,tier1,In-frame,5421,NA,0.37374,6054546,11051612
SARC,JV-A75J-01A,GNA12,CUL1,7,7,-1,1,28,17,15,0.14,2834562,148427054,tier1,CDS-5UTR,7160,NA,0.38664,2794928,148729962
SARC,JV-A75J-01A,KIF11,HIF1AN,10,10,1,1,3,1,1,1.8,94376589,102296168,tier2,In-frame,8927,NA,0.37142,92616832,100536411
SARC,JV-A75J-01A,NF1,RPTOR,17,17,1,1,19,24,24,0.87,29422387,78599491,tier2,In-frame,11414,NA,0.37002,31095369,80625691
SARC,JV-A75J-01A,NOM1,UVRAG,7,11,1,1,10,9,9,0.021,156743418,75776754,tier1,Out-of-frame,11642,NA,0.35032,156950724,76065710
SARC,JV-A75J-01A,NSMCE2,COL22A1,8,8,1,-1,13,12,9,0.27,126194498,139856401,tier2,In-frame,11798,NA,0.34379,125182256,138844158
